image_path,reference,prediction,ground_truth_class,predicted_class,dinov2_class,dinov2_confidence,motif_mentioned,used_prompt_mode,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Bengkel (Puspavardhati Sandhiya).jpg,"The batik fabric features the Malang motif, characterized by orange, red motifs. The dominant motifs include roses and dusk. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the buketan motif, characterized by vibrant orange, red, purple, and pink motifs. the dominant motif elements appear to be stylized flowers and leaves. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that flows from one side to another. small white dots are interspersed throughout the design, adding texture and detail to the overall composition.",Malang,buketan,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 23 Batik Kantil (Sarang Lebah).jpg,"The batik fabric features the Malang motif, characterized by dark blue motifs. The dominant motifs include hibiscus and beehive. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by blue, white motifs. the dominant motifs include hibiscus. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Wagastu (Bon Kelengkeng).jpg,"The batik fabric features the Malang motif, characterized by navy blue, brick red motifs. The dominant motifs include longan tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by navy blue, brown motifs. the dominant motifs include grape tree. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 28 Batik Soendari (Sekartaji Latar Daun Bambu).jpg,"The batik fabric features the Malang motif, characterized by red motifs. The dominant motifs include bamboo leaf and sekartaji mask. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, white motifs. the dominant motifs include mask, bunga melati. the motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 7 Batik Lana (Parang Anggrek).jpg,"The batik fabric features the Malang motif, characterized by brown motifs. The dominant motifs include orchid flower. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, yellow motifs. the dominant motifs include palm tree. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 5 Batik Bengkel (Ukel Kelana).jpg,"The batik fabric features the Malang motif, characterized by navy blue motifs. The dominant motifs include mask. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by dark blue motifs. the dominant motifs include mask, sekarjagat and putut api. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Wagastu (Sulur Wiji Timun).jpg,"The batik fabric features the Malang motif, characterized by chocolate, orange motifs. The dominant motifs include cucumber plant. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the parang motif, characterized by brown, orange, and blue motifs. the dominant motif elements appear to be abstract leaf-like shapes and small circular designs. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats consistently throughout. the spacing between the motifs varies slightly but remains relatively uniform, ensuring a balanced distribution. small dots and short lines act as isen-isens, adding texture and detail to the overall design.",Malang,parang,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Krajan (Parang Lombok).jpg,"The batik fabric features the Malang motif, characterized by red, black motifs. The dominant motifs include chili plant and classic pattern. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the dayak motif, characterized by red, black, and white motifs. the dominant elements include stylized leaves and abstract forms resembling birds or serpentine figures. these motifs are arranged symmetrically around a central horizontal band that runs through the middle of the fabric, creating a balanced composition. the spacing between the motifs varies slightly but remains relatively consistent throughout the design, ensuring a harmonious flow from one side to the other.",Malang,dayak,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Hamparan Rintik (Tasik Madu).jpg,"The batik fabric features the Malang motif, characterized by violet motifs. The dominant motifs include bee. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by blue motifs. the dominant motifs include lotus, bunga melati and sekartaji mask. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Soendari (Trembesi).jpg,"The batik fabric features the Malang motif, characterized by brown, turquoise motifs. The dominant motifs include rain tree. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the wahyu_tumurun motif, characterized by black, white, teal, and gold motifs. the dominant motif elements include stylized leaves, flowers, and abstract shapes resembling snowflakes. these motifs are arranged in a repeating grid pattern, spaced evenly apart and oriented horizontally and vertically across the fabric. small dots and short lines act as isen-isens, filling gaps between larger motifs.",Malang,wahyu_tumurun,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 26 Batik Tiepuk (Sekar Jagad Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, blue motifs. The dominant motifs include sekar universe culture. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the sekarjagad motif, characterized by brown, red, black, and white motifs. the dominant motif elements appear to be geometric shapes, including hexagons and squares. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design. small dots and lines are interspersed between larger motifs, adding texture and detail to the overall composition.",Trenggalek,sekarjagad,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 5 Batik Tiepuk (Kipas Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by moss green, black motifs. The dominant motifs include fan motif culture and clove flora. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the bokor_kencono motif, characterized by black, white, and beige motifs. the dominant motif elements appear to be stylized leaves and flowers, arranged in a repeating pattern across the fabric. the motifs are densely packed but evenly spaced, creating a symmetrical design that flows diagonally from one corner to another. small dots and short lines act as fillers between the larger motifs, adding texture and detail to the overall pattern.",Trenggalek,bokor_kencono,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Krajan (Ukel-ukel).jpg,"The batik fabric features the Malang motif, characterized by navy blue motifs. The dominant motifs include string of pearls. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by dark blue, white motifs. the dominant motifs include rain tree. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 14 Singa Duduk (Mitos).jpg,"The batik fabric features the Lamongan motif, characterized by turmeric yellow, black motifs. The dominant motifs include singa duduk. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the singa_barong motif, characterized by orange, black, and white motifs. the dominant elements include stylized birds resembling eagles and mythical creatures known as barongs, along with intricate geometric designs. these motifs are arranged in a repeating pattern across the fabric, spaced evenly and oriented horizontally. small dots and lines act as isen-isens, filling the spaces between larger motifs.",Lamongan,singa_barong,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061002_Gapuro Teratai_2025_FLORA_FAUNA.jpg,"The batik fabric features the Lamongan motif, characterized by cobalt blue, grey motifs. The dominant motifs include lotus and gapuro. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, blue motifs. the dominant motifs include lotus, bunga melati and sekartaji mask. the motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,malang,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061003_Gapuro Parang_2024_CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by black, blue motifs. The dominant motifs include gapuro and parang. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by blue, black motifs. the dominant motifs include lotus and bapraja. the motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,malang,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 20 Batik Tiepuk (Junjung Derajat Mahkota Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by dark red, pink motifs. The dominant motifs include clove plant flora and kawung motif culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by black, moss green motifs. the dominant motifs include parang pattern. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Trenggalek,trenggalek,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Kantil (Bunga Mawar).jpg,"The batik fabric features the Malang motif, characterized by milk chocolate, white motifs. The dominant motifs include rose flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, white motifs. the dominant motifs include rose flower, bunga melati, buketan mawar. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,buketan,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 21 Batik Kantil (Musahara Gauri).jpg,"The batik fabric features the Malang motif, characterized by foliage green motifs. The dominant motifs include banana tree and phoenix bird. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the bokor_kencono motif, characterized by vibrant orange, deep red, and rich green motifs. the dominant motif elements appear to be stylized tree branches and leaves, interspersed with small flowers and possibly some abstract forms resembling birds or insects. these motifs are arranged in a somewhat random yet dense pattern across the fabric, with varying sizes and orientations that create a dynamic and lively appearance. the background includes small dots and short lines, adding texture and depth to the overall design.",Malang,bokor_kencono,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 9 Camar Melati.jpg,"The batik fabric features the Lamongan motif, characterized by blue, black motifs. The dominant motifs include seagull and jasmine. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by blue, black motifs. the dominant motifs include milkfish and catfish and jasmine flowers. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,lamongan,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Lana (Bunga Wijaya Kusuma).jpg,"The batik fabric features the Malang motif, characterized by red motifs. The dominant motifs include wijaya kusuma flower. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the buketan motif, characterized by red, yellow, and green motifs. the dominant motif elements are star-shaped flowers connected by elongated stems adorned with small leaves. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats consistently throughout the design. small white dots are interspersed between the larger motifs, adding texture and contrast to the overall composition.",Malang,buketan,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Krajan (Bangau Terbang).jpg,"The batik fabric features the Malang motif, characterized by purple, blue motifs. The dominant motifs include stork and cloud. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, blue motifs. the dominant motifs include flying birds and clouds. the motifs are arranged in a repeating grid pattern across the fabric, with even spacing between each element. there are no isen-isens visible in this particular section of the batik.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Rahayu (Kupu-kupu Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, and light brown motifs. The dominant motifs include clove and butterfly. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, red, white motifs. the dominant motifs include milkfish and catfish. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Trenggalek,lamongan,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 18 Batik Wagastu (Motif Liris).jpg,"The batik fabric features the Malang motif, characterized by brick red motifs. The dominant motifs include liris pattern and rainwater. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the parang motif, characterized by deep red and light beige motifs. the dominant motif elements appear as elongated, interconnected forms resembling stylized leaves or vines. these motifs are arranged diagonally across the fabric, creating a dynamic pattern that repeats consistently throughout. the spacing between the motifs is relatively uniform, and they are densely packed along the diagonal lines, enhancing the overall texture and visual interest of the design.",Malang,parang,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Lana (Candi Padma).jpg,"The batik fabric features the Malang motif, characterized by black, green motifs. The dominant motifs include rafflesia arnoldii and temple. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by dark brown, yellow motifs. the dominant motifs include lotus and malang monument. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 33 Batik Soendari (Garudeya Latar Kawung).jpg,"The batik fabric features the Malang motif, characterized by red, white motifs. The dominant motifs include garudeya, kawung. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the kawung motif, characterized by red and white motifs. the dominant motif elements appear as interconnected circles and ovals forming a dense pattern. these motifs are arranged in a repeating grid-like structure, creating a uniform and intricate design that covers the entire surface. small dots and lines act as isen-isens, adding texture and detail between the larger motifs.",Malang,kawung,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061010_Bunga Sulur Biji Timun_2025_FLORA-CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by black, blue, brown motifs. The dominant motifs include flower and cucumber and tendrils. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the sekarjagad motif, characterized by brown, blue, white, and black motifs. the dominant motif elements include swirling vines and circular flowers. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design that covers the entire surface. small dots and short lines act as isen-isens, adding texture and detail to the overall composition.",Lamongan,sekarjagad,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061001_Bandeng Lele Gapuro Lamongan_2025_FAUNA_CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by black, brown motifs. The dominant motifs include milkfish and catfish and gapuro lamongan. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the bokor_kencono motif, characterized by gold, brown, and black motifs. the dominant motif elements appear to be stylized leaves and abstract forms resembling flowers or buds. these motifs are arranged in a repeating pattern across the fabric, spaced evenly apart and oriented vertically along the length of the material. small dots and short lines act as isen-isens, filling the spaces between the larger motifs.",Lamongan,bokor_kencono,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 5 Sulur Sukun.jpg,"The batik fabric features the Lamongan motif, characterized by white, red, black motifs. The dominant motifs include breadfruit tendrils. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by white, red, black motifs. the dominant motifs include grape leaves. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,trenggalek,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 30 Batik Soendari (Noni Latar Gedeg).jpg,"The batik fabric features the Malang motif, characterized by brown motifs. The dominant motifs include dutch lady. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the betawi motif, characterized by red, white, and beige motifs. the dominant motif elements include stylized figures resembling traditional betawi attire and a simple tree design. these motifs are arranged in a repeating grid pattern, creating a dense yet orderly layout that covers the entire surface of the fabric. small cross-hatch marks act as isen-isens, adding texture and detail between the larger motifs.",Malang,betawi,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Sukun (Batik Akar Kehidupan).jpg,"The batik fabric features the Malang motif, characterized by cream, green motifs. The dominant motifs include breadfruit leaf and kawung. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, green motifs. the dominant motifs include breadfruit leaf, breadfruit. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 32 Batik Soendari (Bunga Apel).jpg,"The batik fabric features the Malang motif, characterized by blue, white motifs. The dominant motifs include dragon. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by blue, red, black motifs. the dominant motifs include sekar jagad. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,lamongan,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Kantil (Burung Perkutut).jpg,"The batik fabric features the Malang motif, characterized by green, pink motifs. The dominant motifs include turtledove and grape fruit, bunga anggrek. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by greenish brown, red motifs. the dominant motifs include milkfish and catfish and jasmine flowers. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,lamongan,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 1 Batik Soendari (Lereng Singa Kawung).jpg,"The batik fabric features the Malang motif, characterized by brown, green motifs. The dominant motifs include lotus and lion. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brick red, blue motifs. the dominant motifs include lion. the motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Rahayu (Sido Asih Rahayu).jpg,"The batik fabric features the Trenggalek motif, characterized by maroon, black motifs. The dominant motifs include clove and gurdo motif culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the srikaton motif, characterized by deep red, navy blue, and light pink motifs. the dominant motif elements appear to be stylized leaves and flowers, intricately intertwined within each other. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design that covers the entire surface. small dots and short lines can also be seen interspersed among the larger motifs, adding texture and detail to the overall composition.",Trenggalek,srikaton,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Kantil (Merak Wolak-walik).jpg,"The batik fabric features the Malang motif, characterized by milk chocolate, pink motifs. The dominant motifs include chrysanthemum flower and peacock. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the tribusono motif, characterized by red, blue, and beige motifs. the dominant motif elements include peacocks, butterflies, and floral patterns. these motifs are arranged in a repeating grid pattern, spaced evenly throughout the fabric, creating a dense yet balanced design. small dots and short lines act as isen-isens, adding texture and detail between larger motifs.",Malang,tribusono,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 29 Batik Soendari (Sekartaji Latar Kawung).jpg,"The batik fabric features the Malang motif, characterized by black, white motifs. The dominant motifs include sekartaji mask. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, white motifs. the dominant motifs include mask, kawung. the motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 5 Bandeng Lele Batu Karang.jpg,"The batik fabric features the Lamongan motif, characterized by black, yellow motifs. The dominant motifs include milkfish and catfish and coral reef. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, red motifs. the dominant motifs include sekarjagat and妆花. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,malang,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Rahayu (Pelabuhan Prigi).jpg,"The batik fabric features the Trenggalek motif, characterized by red, black motifs. The dominant motifs include fish, sea and pinisi ship culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the betawi motif, characterized by red, black, and white motifs. the dominant elements include stylized boats, flowers, and abstract shapes resembling leaves or feathers. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design that covers the entire surface. small dots and short lines act as isen-isens, filling gaps between larger motifs and adding texture to the overall composition.",Trenggalek,betawi,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 4 Putihan Amarilis.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white motifs. The dominant motifs include amarylis. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the dayak motif, characterized by red, black, and white motifs. the dominant motif elements appear to be stylized leaves and swirling vines. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design that covers much of the surface area. there are no clear signs of isen-isen, such as small dots or short lines, within this particular section of the batik.",Lamongan,dayak,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 8 Urang Kucing.jpg,"The batik fabric features the Lamongan motif, characterized by black, light brown motifs. The dominant motifs include cat shrimps and moringa leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the wahyu_tumurun motif, characterized by black, gold, and brown motifs. the dominant motif elements include stylized birds, flowers, and abstract forms resembling leaves or waves. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. small dots and short lines are interspersed among the larger motifs, adding texture and detail to the overall composition.",Lamongan,wahyu_tumurun,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 16 Batik Tiepuk (Sidoluhur Bledhak).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, brownish orange motifs. The dominant motifs include garuda wings culture. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the sidomulyo motif, characterized by black, brown, and beige motifs. the dominant motif elements appear to be stylized leaves and possibly small flowers. these motifs are arranged in a repeating grid pattern, creating a dense and intricate design that covers the entire surface of the fabric. there are no isen-isens visible in this particular section of the batik.",Trenggalek,sidomulyo,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 18 Batik Rahayu (Sekar Jagat Rahayu).jpg,"The batik fabric features the Trenggalek motif, characterized by sogan chocolate, black motifs. The dominant motifs include orange blossom, truntum, cloves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the sekarjagad motif, characterized by black, gold, and brown motifs. the dominant motif elements appear to be various geometric shapes and floral patterns. these motifs are arranged in a repeating grid pattern, with moderate spacing between each element. the overall arrangement suggests symmetry along both horizontal and vertical axes, creating a balanced and harmonious design.",Trenggalek,sekarjagad,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Wagastu (Kawung Daur Rambat).jpg,"The batik fabric features the Malang motif, characterized by brick red, yellow motifs. The dominant motifs include ivy. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the jlamprang motif, characterized by red, black, gold, and white motifs. the dominant motif elements appear to be abstract geometric shapes and possibly stylized leaves or vines. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design that covers the entire surface. small dots and short lines are interspersed between the larger motifs, adding texture and detail to the overall composition.",Malang,jlamprang,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Blimbing ( Daniswara Sukumara).jpg,"The batik fabric features the Malang motif, characterized by brown, red motifs. The dominant motifs include yellow ragil mask, banner and frangipani. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, red, white motifs. the dominant motifs include strawberry. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Tiepuk Trenggalek (Manggis Pecah).jpg,"The batik fabric features the Trenggalek motif, characterized by purple, eggplant motifs. The dominant motifs include mangosteen fruit flora, truntum, cloves and kawung motif culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by black, red, blue motifs. the dominant motifs include jasmine flower flora and milkfish and catfish Protanomastum. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Trenggalek,lamongan,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 27 Batik Rahayu (Mustika Ayu).jpg,"The batik fabric features the Trenggalek motif, characterized by dark brown, light brown motifs. The dominant motifs include crown flower flora and kawung motif culture. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the tribusono motif, characterized by black, white, red, and beige motifs. the dominant motif elements include intricate floral patterns and geometric shapes. these motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a dynamic and layered effect on the fabric. small dots and lines are interspersed throughout, adding texture and detail to the overall design.",Trenggalek,tribusono,,,False,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 4 Selempang Gunungan.jpg,"The batik fabric features the Lamongan motif, characterized by orange, red, black, white motifs. The dominant motifs include tendrils and limestone. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, black, white motifs. the dominant motifs include milkfish and catfish. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,lamongan,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Soendari (Tugu Teratai).jpg,"The batik fabric features the Malang motif, characterized by bright red motifs. The dominant motifs include rain tree and malang statue. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by red, white motifs. the dominant motifs include lotus, kantil tree and sekartaji monument. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,,,True,no_class,
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mulifah Data 9 Biota Laut.jpg,"The batik fabric features the Lamongan motif, characterized by black, orange, brown motifs. The dominant motifs include sea life. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the sekarjagad motif, characterized by black, red, white, and brown motifs. the dominant elements include stylized trees, flowers, and abstract shapes resembling leaves or feathers. these motifs are arranged in a non-geometric pattern, scattered across the fabric with varying densities and orientations. some areas have denser clusters of motifs while others feature more sparse arrangements. small dots and short lines are interspersed throughout, adding texture and detail to the design.",Lamongan,sekarjagad,,,False,no_class,
