image_path,reference,prediction,motif_mentioned,used_prompt_mode,ground_truth_class,predicted_class,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Hamparan Rintik (Teratai Senja).jpg,"The batik fabric features the Malang motif, characterized by violet, boysenberries tones. The main motifs include lotus, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a deep red background and white motifs. The main motifs include stylized lotus flowers, leaves, and abstract geometric shapes such as diamonds and wavy lines. These motifs are interspersed with smaller dots forming an 'isen-isen' pattern that fills the spaces between them. The layout follows a horizontal banding system, where each row contains different repeating patterns, creating a harmonious yet dynamic design across the entire piece.",True,hard,Malang,malang,0.7292514443397522
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Blimbing (Balai Kota Malang).jpg,"The batik fabric features the Malang motif, characterized by bright red, brown tones. The main motifs include lotus and malang monument, balai kota malang, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a simetris arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a pink background and brown motifs. The main motifs include stylized houses and trees, depicted in a simplified geometric form. These motifs are interspersed with intricate 'isen-isen', which fill the spaces between them, creating a dense pattern that covers much of the fabric's surface. The layout follows a vertical arrangement, with the motifs stacked one above the other along the left side of the fabric, leaving a large portion of the right side blank for additional design or space.",True,hard,Malang,malang,0.9701677560806274
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 10 Kipas Bunga Sepatu.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white tones. The main motifs include hibiscus and folding fan, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a white background and red and black motifs. The main motifs include stylized birds perched on branches adorned with flowers and leaves. These birds have a distinct shape with rounded bodies and elongated necks. The 'isen-isen', or filler patterns, consist of small, intricate designs that fill the spaces between the larger bird and branch motifs. The layout alternates between rows of these main motifs and sections filled with the 'isen-isen'. The overall pattern arrangement creates a harmonious balance between the large and small elements, maintaining a consistent theme throughout the fabric.",True,hard,Lamongan,lamongan,0.9785065054893494
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 29 Batik Rahayu (Udan Liris).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, black tones. The main motifs include rainy nature, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a dark blue background and gold motifs. The main motifs consist of intricate geometric patterns including diamonds, triangles, and zigzags, which are filled with smaller repeating designs such as dots and lines. These motifs are arranged in diagonal stripes that run from the top left to the bottom right across the fabric. Each stripe contains multiple motifs, creating a dense and layered effect.",True,hard,Trenggalek,trenggalek,0.9912822246551514
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Bengkel (Catur Padma Kahuripan).jpg,"The batik fabric features the Malang motif, characterized by white, black tones. The main motifs include lotus, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a black and white checkered background and purple lotus flower motifs. The lotus flowers have five petals each, arranged symmetrically around their centers. The 'isen-isen', or filler patterns, consist of intricate geometric designs in black that fill the spaces between the lotus flowers. These geometric patterns include curved lines and diamond shapes, creating a dense yet balanced arrangement across the fabric. The overall pattern arrangement follows a grid-like structure, with the lotus flowers positioned at regular intervals along the vertical axis, while the 'isen-isen' fills the remaining areas, ensuring a harmon",True,hard,Malang,malang,0.7479203939437866
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Kantil (Keong).jpg,"The batik fabric features the Malang motif, characterized by navy blue, navy blue, bright blue tones. The main motifs include cempaka putih and snail, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a deep blue background and vibrant motifs in shades of green, yellow, pink, and light blue. The main motifs consist of stylized flowers and leaves arranged symmetrically around central circular forms that resemble vases or baskets filled with blossoms. These central forms are intricately detailed with swirling patterns and floral designs. The 'isen-isen', which fills the spaces between these larger motifs, includes smaller floral patterns and geometric shapes, adding depth and complexity to the overall design. The layout follows a repeating pattern across the fabric, creating a harmonious and balanced composition.",True,hard,Malang,malang,0.6953608989715576
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Wagastu (Batik Musim Gugur).jpg,"The batik fabric features the Malang motif, characterized by red, turquoise tones. The main motifs include mango tree, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a white background and red, yellow, green, and black motifs. The main motifs appear to be stylized fish or bird-like figures with elongated bodies and pointed heads, often featuring intricate patterns within their forms. These motifs are interspersed with smaller, simpler shapes that resemble leaves or feathers, which fill the spaces between them. The layout follows a diagonal pattern across the fabric, creating a dynamic and visually engaging design.",True,hard,Malang,malang,0.8266487717628479
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060107_Bandeng Lele Daun Imbo_2025_FLORA.jpg,"The batik fabric features the Lamongan motif, characterized by army green, grey tones. The main motifs include neem leaves, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a brown background and green, pink, and white motifs. The main motifs appear to be stylized leaves or floral patterns, each outlined in green with pink and white accents. These motifs are interspersed within an intricate network of smaller, interconnected shapes resembling 'isen-isen', which fill the spaces between them. The pattern arrangement follows a repeating, symmetrical design that covers the entire surface of the fabric, creating a harmonious and balanced aesthetic.",True,hard,Lamongan,lamongan,0.6897334456443787
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 2 Merak Latohan Kombinasi.jpg,"The batik fabric features the Lamongan motif, characterized by black, brown tones. The main motifs include peacock, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a black background and gold motifs. The main motifs include intricate floral designs and abstract forms resembling leaves or tendrils. These motifs are densely packed across the fabric, creating a rich tapestry-like effect. The 'isen-isen', which fills the spaces between the larger motifs, consists of smaller, delicate patterns that resemble stars or geometric shapes, adding depth and complexity to the overall design. The layout follows a symmetrical yet organic pattern, with the motifs seemingly flowing and intertwining in a harmonious manner.",True,hard,Lamongan,lamongan,0.9909219145774841
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 2 Patran Pakis.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white tones. The main motifs include fern, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a black background and red and white motifs. The main motifs consist of stylized leaves or floral patterns, each outlined in white with red centers. These motifs are interspersed with smaller, star-like 'isen-isen' designs that fill the spaces between them. The layout follows a repeating pattern where the larger motifs are arranged in rows, creating a symmetrical and balanced design across the entire fabric.",True,hard,Lamongan,lamongan,0.9774788618087769
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060102_Kepet Bandeng Lele_2025_CULTURE_FAUNA.jpg,"The batik fabric features the Lamongan motif, characterized by black, red tones. The main motifs include kepet and milkfish and catfish, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a black background and red and white motifs. The main motifs include stylized birds and floral patterns, which are intricately detailed in red and white. These motifs are interspersed throughout the fabric, creating a harmonious balance between the different elements. The 'isen-isen', or filler designs, consist of small, delicate flowers and leaves in white, which fill the spaces between the larger motifs, adding depth and complexity to the overall pattern. The layout follows a symmetrical design, with the motifs arranged in a grid-like fashion across the entire surface of the fabric.",True,hard,Lamongan,lamongan,0.9700772166252136
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 1 Bandeng Lele dalam Kolam.jpg,"The batik fabric features the Lamongan motif, characterized by red, orange, black tones. The main motifs include milkfish and catfish, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a maroon background and white motifs. The main motifs include stylized birds and flowers, each intricately detailed with black outlines and red accents. The 'isen-isen', or filler patterns, consist of smaller floral designs in white, creating a dense network that fills the spaces between the larger motifs. The layout follows a repeating pattern where the central area showcases the primary design, while the edges feature a simpler polka dot pattern in black against the maroon background.",True,hard,Lamongan,lamongan,0.8715505599975586
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Rahayu (Truntum Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by red sogan tones. The main motifs include clove, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a dark navy blue background and red motifs. The main motifs consist of intricate swirling patterns resembling stylized leaves or flowers, each outlined in white to enhance their definition against the dark background. These motifs are interspersed with smaller, delicate 'isen-isen' designs that fill the spaces between them, adding texture and complexity to the overall pattern. The layout follows a symmetrical design, with the motifs arranged in a balanced manner across the fabric, creating a harmonious and visually appealing composition.",False,hard,Trenggalek,lamongan,0.5724504590034485
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Kantil (Parang Mawar Kupu-kupu).jpg,"The batik fabric features the Malang motif, characterized by bright green, green tones. The main motifs include rose flower, butterfly and parang pattern, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a dark green background and light green, yellow, and brown motifs. The main motifs include stylized leaves and flowers, with the leaves often forming elongated, wavy shapes that extend across the fabric. The flowers have circular petals in shades of light green and yellow, with some featuring a darker center. The 'isen-isen', or filler patterns, consist of intricate geometric designs such as diamonds and zigzags, predominantly in light green and yellow, which fill the spaces between the larger motifs. The overall pattern arrangement follows a horizontal banding style, where each band contains its",True,hard,Malang,malang,0.7330480813980103
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Kantil (Rama Sinta Kantil).jpg,"The batik fabric features the Malang motif, characterized by dark purple, orange tones. The main motifs include rama sinta puppet and cempaka putih, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a dark blue background and orange and white motifs. The main motifs include stylized figures that appear to be warriors or dancers, depicted in an abstract form with flowing lines and geometric shapes. These figures are outlined in white and filled with orange details, creating a striking contrast against the dark blue backdrop. The 'isen-isen', which fills the spaces between the main motifs, consists of small, repeating diamond-shaped patterns in orange and white, arranged symmetrically around each figure. The overall pattern arrangement follows a symmetrical design, with the central figures flanked by the 'isen-isen",True,hard,Malang,malang,0.5579952597618103
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Lana (Bunga Wijaya Kusuma).jpg,"The batik fabric features the Malang motif, characterized by kepeng green tones. The main motifs include wijaya kusuma flower, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a brown background and white motifs. The main motifs include stylized flowers and leaves, each with distinct petal and leaf shapes. The 'isen-isen', or small dots, fill the spaces between these larger motifs, creating a dense pattern that covers the entire surface. The layout follows a repeating geometric grid-like structure, ensuring uniformity across the fabric.",True,hard,Malang,malang,0.9764434099197388
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Bengkel (Puspavardhati Sandhiya).jpg,"The batik fabric features the Malang motif, characterized by orange, red tones. The main motifs include roses and dusk, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by an orange background and floral motifs in shades of purple and red. The main motifs consist of stylized flowers arranged along the right side of the fabric, while small heart-shaped 'isen-isen' fill the remaining spaces. The layout follows a linear pattern, with the floral design concentrated on one edge and the 'isen-isen' scattered across the rest of the fabric.",True,hard,Malang,malang,0.9113131165504456
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 23 Batik Kantil (Sarang Lebah).jpg,"The batik fabric features the Malang motif, characterized by dark blue tones. The main motifs include hibiscus and beehive, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a dark blue background and light blue to white motifs. The main motifs include star-like shapes and smaller circular patterns that resemble flowers or dots. These motifs are interspersed throughout the fabric in varying densities. The 'isen-isen', which fills the spaces between the larger motifs, consists of small, intricate designs resembling lace or netting, adding texture and complexity to the overall pattern. The layout appears random yet harmonious, with no strict alignment but rather a natural flow across the fabric.",True,hard,Malang,malang,0.9560754895210266
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Wagastu (Bon Kelengkeng).jpg,"The batik fabric features the Malang motif, characterized by navy blue, brick red tones. The main motifs include longan tree, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a dark blue background and intricate patterns in shades of red, green, and white. The main motifs consist of elongated, wavy lines that resemble stylized leaves or vines, arranged diagonally across the fabric. These motifs are interspersed with smaller, circular 'isen-isen' designs filled with similar leaf-like patterns but in lighter tones. The overall pattern arrangement creates a dynamic interplay between the diagonal stripes and the scattered motifs, resulting in a visually rich and textured appearance.",True,hard,Malang,malang,0.35314735770225525
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 28 Batik Soendari (Sekartaji Latar Daun Bambu).jpg,"The batik fabric features the Malang motif, characterized by red tones. The main motifs include bamboo leaf and sekartaji mask, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a red background and white motifs. The main motifs consist of circular faces adorned with intricate crowns, each featuring stylized eyes, noses, and smiles. These faces are evenly spaced across the fabric. The 'isen-isen', or filler patterns, include small, petal-like shapes arranged in a diagonal grid that starts from the top right corner and extends downward to the bottom left. This arrangement creates a dynamic contrast between the bold, symmetrical face designs and the flowing, organic lines of the 'isen-isen'.",True,hard,Malang,malang,0.9732332825660706
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 7 Batik Lana (Parang Anggrek).jpg,"The batik fabric features the Malang motif, characterized by brown tones. The main motifs include orchid flower, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a brown background and beige motifs. The main motifs consist of stylized palm trees with five-pointed leaves, arranged in a scattered pattern across the fabric. The 'isen-isen', or filler patterns, include wavy lines and small dots that complement the palm tree designs, creating a harmonious and intricate overall design. The layout/pattern arrangement follows a random yet balanced distribution, ensuring each element has enough space to be clearly visible while maintaining an aesthetically pleasing balance throughout the entire piece.",True,hard,Malang,malang,0.7888545393943787
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 5 Batik Bengkel (Ukel Kelana).jpg,"The batik fabric features the Malang motif, characterized by navy blue tones. The main motifs include mask, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a dark blue background and white motifs. The main motifs consist of circular shapes resembling faces or masks, each filled with intricate patterns in red, yellow, black, and white. These face-like forms are interspersed across the fabric. The 'isen-isen', which fills the spaces between these central motifs, consists of dotted lines forming swirling patterns that connect to the edges of the fabric. The overall pattern arrangement creates a dynamic flow from one end of the fabric to the other, with the motifs appearing to move along the dotted lines.",True,hard,Malang,malang,0.942414402961731
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Wagastu (Sulur Wiji Timun).jpg,"The batik fabric features the Malang motif, characterized by chocolate, orange tones. The main motifs include cucumber plant, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a brown background and orange and blue motifs. The main motifs consist of elongated, curved shapes resembling leaves or petals, arranged in diagonal rows across the fabric. These motifs are filled with smaller, intricate patterns that resemble small dots or speckles, creating an 'isen-isen' effect within each larger shape. The overall pattern arrangement follows a consistent diagonal line from top left to bottom right, with the motifs overlapping slightly but maintaining a uniform spacing throughout the design.",True,hard,Malang,malang,0.8660508394241333
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Krajan (Parang Lombok).jpg,"The batik fabric features the Malang motif, characterized by red, black tones. The main motifs include chili plant and classic pattern, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a red background and black motifs. The main motifs include stylized floral and geometric shapes that form a central design. These shapes are interconnected to create a complex pattern. The 'isen-isen', or filler patterns, consist of repeating oval shapes arranged in horizontal bands across the central design. The layout arranges these elements symmetrically around a central point, creating a balanced and intricate overall composition.",True,hard,Malang,malang,0.8216343522071838
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Hamparan Rintik (Tasik Madu).jpg,"The batik fabric features the Malang motif, characterized by violet tones. The main motifs include bee, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a deep purple background and white motifs. The main motifs include stylized bees and honeycomb patterns. The bees have elongated bodies with wings spread out, while the honeycombs are depicted in various sizes and arrangements, some filled with smaller hexagons resembling bee larvae or pollen. The 'isen-isen' filling the spaces between these larger motifs consists of simple horizontal lines and small diamond shapes, creating a textured effect that adds depth to the design. The overall pattern arrangement is scattered across the fabric without a strict grid, allowing for a natural and organic feel.",True,hard,Malang,malang,0.9081131219863892
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Soendari (Trembesi).jpg,"The batik fabric features the Malang motif, characterized by brown, turquoise tones. The main motifs include rain tree, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a black background and white motifs. The main motifs include stylized leaves and floral patterns, each outlined in white with green centers. These motifs are interspersed with smaller, intricate designs resembling stars or snowflakes, also filled with green. The 'isen-isen', which fills the spaces between the larger motifs, consists of delicate, interconnected lines forming small, symmetrical shapes that resemble flowers or geometric patterns. The overall pattern arrangement is repetitive and balanced, creating a harmonious and visually pleasing design across the entire surface of the fabric.",True,hard,Malang,malang,0.7730728387832642
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 26 Batik Tiepuk (Sekar Jagad Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, blue tones. The main motifs include sekar universe culture, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a dark brown background and various geometric patterns in shades of black, red, white, and light pink. The main motifs consist of hexagonal shapes, some outlined in white or light blue, while others have intricate designs such as checkered patterns, small dots, and cross-hatching within them. These hexagons are interspersed with smaller circular and square shapes that fill the spaces between larger hexagons. The overall pattern arrangement follows a grid-like structure, creating a dense yet balanced composition across the entire surface of the fabric.",True,hard,Trenggalek,trenggalek,0.9757383465766907
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 5 Batik Tiepuk (Kipas Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by moss green, black tones. The main motifs include fan motif culture and clove flora, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a black background and white motifs. The main motifs consist of intricate floral patterns resembling paisleys or lotus flowers, each filled with smaller detailed designs. These motifs are interspersed with 'isen-isen', which appear to be geometric shapes such as triangles and circles, adding depth and complexity to the overall design. The layout follows a repeating pattern where these motifs are arranged in rows and columns across the entire surface of the fabric, creating a symmetrical and harmonious visual effect.",True,hard,Trenggalek,trenggalek,0.9368793964385986
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Krajan (Ukel-ukel).jpg,"The batik fabric features the Malang motif, characterized by navy blue tones. The main motifs include string of pearls, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a dark blue background and white motifs. The main motifs appear to be elongated, possibly resembling fish or abstract forms, arranged in horizontal rows across the fabric. These main motifs are interspersed with smaller, intricate patterns known as 'isen-isen,' which fill the spaces between them. The overall pattern arrangement creates a dense yet harmonious design, typical of traditional batik craftsmanship.",True,hard,Malang,malang,0.4535021185874939
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 14 Singa Duduk (Mitos).jpg,"The batik fabric features the Lamongan motif, characterized by turmeric yellow, black tones. The main motifs include singa duduk, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by an orange background and black motifs. The main motifs consist of stylized birds or phoenixes with intricate details, including wings spread wide and decorative patterns within their bodies. These central figures are surrounded by smaller, repeating 'isen-isen' designs that fill the spaces between them. The layout follows a symmetrical pattern, with the larger bird motifs positioned centrally in each section, flanked by rows of smaller 'isen-isen' patterns extending outward.",True,hard,Lamongan,lamongan,0.6238970160484314
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061002_Gapuro Teratai_2025_FLORA_FAUNA.jpg,"The batik fabric features the Lamongan motif, characterized by cobalt blue, grey tones. The main motifs include lotus and gapuro, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a black background and white and blue motifs. The main motifs include stylized birds or peacocks, each adorned with intricate details such as feathers and decorative elements. These central figures are surrounded by smaller floral patterns and geometric designs in white and blue, which fill the spaces between them. The layout follows a symmetrical design, with two identical bird motifs flanking a larger central figure, creating a balanced and harmonious composition across the fabric.",True,hard,Lamongan,lamongan,0.9075153470039368
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061003_Gapuro Parang_2024_CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by black, blue tones. The main motifs include gapuro and parang, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the lamongan motif, characterized by a black background and blue motifs. The main motifs consist of circular designs filled with intricate patterns resembling floral or geometric shapes. These central motifs are surrounded by smaller, star-like 'isen-isen' that fill the spaces between them. The layout follows a symmetrical pattern, with the larger motifs positioned at the top corners and smaller ones scattered across the rest of the fabric in a balanced manner.",True,hard,Lamongan,lamongan,0.9263305068016052
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 20 Batik Tiepuk (Junjung Derajat Mahkota Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by dark red, pink tones. The main motifs include clove plant flora and kawung motif culture, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the trenggalek motif, characterized by a black background and white motifs. The main motifs consist of elongated, teardrop-shaped forms that resemble leaves or petals, arranged in a repeating pattern across the fabric. These motifs are interspersed with smaller, more intricate designs known as 'isen-isen,' which include small circles, dots, and linear patterns. The layout of the trenggalek motif follows a symmetrical design, with the white motifs creating a contrast against the dark background, while the 'isen-isen' fillings add complexity to the overall pattern.",True,hard,Trenggalek,trenggalek,0.9376032948493958
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Kantil (Bunga Mawar).jpg,"The batik fabric features the Malang motif, characterized by milk chocolate, white tones. The main motifs include rose flower, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric features the malang motif, characterized by a brown background and white motifs. The main motifs include stylized flowers and leaves, with some resembling roses or peonies, and others appearing more like abstract floral patterns. These motifs are interspersed throughout the fabric in a scattered yet balanced manner. The 'isen-isen', which fills the spaces between the larger motifs, consists of smaller dots and intricate line work that creates a textured appearance, adding depth to the overall design. The layout follows a random but harmonious pattern, ensuring no two sections look identical while maintaining a cohesive aesthetic across the entire piece.",True,hard,Malang,malang,0.8341366648674011
