image_path,reference,prediction,motif_mentioned,used_prompt_mode,ground_truth_class,predicted_class,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 3 Batik Hamparan Rintik (Teratai Senja).jpg,"The batik fabric features the Malang motif, characterized by violet, boysenberries tones. The main motifs include lotus, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a deep red background and white motifs. The main motifs include stylized flowers, lotus blossoms, and abstract geometric shapes such as diamonds and wavy lines. These motifs are interspersed with smaller dots forming an 'isen-isen' pattern that fills the spaces between them. The layout follows a horizontal banding system, where each row features different combinations of these motifs arranged in a repeating sequence across the width of the fabric.",False,no_class,Malang,malang,0.7292514443397522
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Blimbing (Balai Kota Malang).jpg,"The batik fabric features the Malang motif, characterized by bright red, brown tones. The main motifs include lotus and malang monument, balai kota malang, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a simetris arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a pink background and brown motifs. The main motifs include stylized buildings, trees, and floral elements. These motifs are outlined in brown against the pink background. The 'isen-isen', or the spaces between the motifs, feature intricate geometric patterns that fill the remaining areas of the fabric. The layout arranges these motifs vertically along the left side of the fabric, creating a balanced yet dynamic composition.",False,no_class,Malang,malang,0.9701677560806274
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 10 Kipas Bunga Sepatu.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white tones. The main motifs include hibiscus and folding fan, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a white background and red, black, and white motifs. The main motifs consist of stylized birds perched on branches adorned with flowers and leaves. These branches extend across the fabric in a diagonal pattern, creating a flowing effect. The spaces between these main motifs are filled with smaller, intricate patterns known as 'isen-isen,' which include additional floral designs and geometric shapes. The overall layout features alternating rows of larger bird-and-branch motifs interspersed with sections of densely packed 'isen-isen' patterns, resulting in a visually dynamic yet harmonious design.",False,no_class,Lamongan,lamongan,0.9785065054893494
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 29 Batik Rahayu (Udan Liris).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, black tones. The main motifs include rainy nature, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a dark blue background and gold motifs. The main motifs consist of elongated, diamond-shaped elements that run diagonally across the fabric. These diamonds are filled with smaller, intricate patterns resembling small triangles or zigzags in white and gold. The 'isen-isen', which fills the spaces between the main motifs, features a repeating pattern of small, interconnected diamond shapes in white against the dark blue background. The overall layout presents a diagonal stripe pattern where each stripe contains its own set of motifs and 'isen-isen'.",False,no_class,Trenggalek,trenggalek,0.9912822246551514
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Bengkel (Catur Padma Kahuripan).jpg,"The batik fabric features the Malang motif, characterized by white, black tones. The main motifs include lotus, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a black and white checkered background, filled with small purple lotus flower motifs. The lotus flowers have five petals each, arranged symmetrically around a central point. The 'isen-isen' filling the spaces between the lotus flowers consists of smaller diamond patterns in alternating black and white squares. The layout of the fabric features a gradient transition from a dense concentration of lotus flowers near the center to a more sparse distribution towards the edges, creating a visually balanced design.",False,no_class,Malang,malang,0.7479203939437866
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Kantil (Keong).jpg,"The batik fabric features the Malang motif, characterized by navy blue, navy blue, bright blue tones. The main motifs include cempaka putih and snail, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a deep blue background and vibrant, colorful motifs. The main motifs consist of stylized flowers in shades of pink, yellow, green, and blue, arranged within circular frames that resemble wreaths or bouquets. These circular frames are filled with smaller, intricate patterns known as 'isen-isen,' which include floral designs and geometric shapes. The layout of the fabric features a repeating pattern where these circular motifs are evenly spaced across the entire surface, creating a harmonious and symmetrical design.",False,no_class,Malang,malang,0.6953608989715576
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Wagastu (Batik Musim Gugur).jpg,"The batik fabric features the Malang motif, characterized by red, turquoise tones. The main motifs include mango tree, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a white background and red, yellow, green, and black motifs. The main motifs appear to be stylized fish or bird-like figures with elongated bodies and pointed heads, featuring intricate details such as scales and fins. The 'isen-isen', which fills the spaces between the main motifs, consists of smaller, repeating patterns that resemble abstracted leaves or feathers in various colors including red, yellow, green, and black. The layout/pattern arrangement follows a diagonal grid, creating a dynamic and visually engaging design across the entire surface of the fabric.",False,no_class,Malang,malang,0.8266487717628479
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060107_Bandeng Lele Daun Imbo_2025_FLORA.jpg,"The batik fabric features the Lamongan motif, characterized by army green, grey tones. The main motifs include neem leaves, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a brown background and green, pink, and white motifs. The main motifs appear to be elongated, curved shapes resembling leaves or petals, with some having a slight hook at the end. These motifs are interspersed throughout the fabric in a scattered pattern. The 'isen-isen', which fills the spaces between the main motifs, consists of small, irregularly shaped dots that are predominantly orange with hints of red and green, creating a dense, intricate network across the entire surface. The overall layout follows a random yet harmonious distribution, ensuring no two motifs are identical in their placement or orientation.",False,no_class,Lamongan,lamongan,0.6897334456443787
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Istiqomah Data 2 Merak Latohan Kombinasi.jpg,"The batik fabric features the Lamongan motif, characterized by black, brown tones. The main motifs include peacock, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a black background and gold motifs. The main motifs include intricate floral designs, leaves, and abstract shapes that resemble flowing lines or waves. These motifs are interspersed throughout the fabric in a scattered yet harmonious manner. The 'isen-isen', which fills the spaces between the larger motifs, consists of smaller, delicate patterns resembling stars, dots, and swirling forms, creating a dense network across the entire surface. The overall pattern arrangement appears random but balanced, giving the fabric a dynamic and lively appearance.",False,no_class,Lamongan,lamongan,0.9909219145774841
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mekar Sari Data 2 Patran Pakis.jpg,"The batik fabric features the Lamongan motif, characterized by red, black, white tones. The main motifs include fern, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a black background and red, white, and light pink motifs. The main motifs appear to be stylized leaves or floral patterns, each composed of multiple smaller leaf-like elements arranged in a symmetrical fashion. The 'isen-isen', which fills the spaces between the larger motifs, consists of small, starburst-like shapes that add texture and contrast against the dark background. The pattern is arranged in a repeating, grid-like manner across the fabric, creating a visually balanced and harmonious design.",False,no_class,Lamongan,lamongan,0.9774788618087769
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060102_Kepet Bandeng Lele_2025_CULTURE_FAUNA.jpg,"The batik fabric features the Lamongan motif, characterized by black, red tones. The main motifs include kepet and milkfish and catfish, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a black background and red and white motifs. The main motifs include stylized flowers, leaves, and possibly birds or insects, all intricately detailed in red. These motifs are interspersed with smaller white dots that form an 'isen-isen' pattern, creating a dense and intricate design across the fabric. The layout appears to be arranged in a random yet harmonious manner, ensuring no part of the fabric remains unadorned.",False,no_class,Lamongan,lamongan,0.9700772166252136
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 1 Bandeng Lele dalam Kolam.jpg,"The batik fabric features the Lamongan motif, characterized by red, orange, black tones. The main motifs include milkfish and catfish, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a maroon background and white, black, and red motifs. The main motifs include stylized birds and flowers, each intricately detailed. The 'isen-isen' filling the spaces between these larger elements consists of smaller floral patterns in white and red, creating a dense and intricate design. The layout follows a repeating pattern where the larger bird and flower motifs alternate with the smaller floral designs, forming a harmonious and balanced composition across the entire fabric.",False,no_class,Lamongan,lamongan,0.8715505599975586
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Rahayu (Truntum Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by red sogan tones. The main motifs include clove, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a dark navy blue background and red motifs. The main motifs consist of swirling, floral-like patterns that resemble stylized leaves or flowers, each outlined in white. These motifs are interspersed with smaller, evenly spaced dots forming an 'isen-isen' pattern throughout the fabric. The layout/pattern arrangement features these larger motifs scattered across the surface, creating a balanced yet dynamic design, while the smaller dots fill the remaining space between them, ensuring a consistent texture and visual interest.",False,no_class,Trenggalek,lamongan,0.5724504590034485
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 15 Batik Kantil (Parang Mawar Kupu-kupu).jpg,"The batik fabric features the Malang motif, characterized by bright green, green tones. The main motifs include rose flower, butterfly and parang pattern, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a dark green background and light yellow, brown, and green motifs. The main motifs include stylized flowers and leaves, with the petals and stems in light yellow and the centers of the flowers in brown. The 'isen-isen', or filler patterns, consist of small diamond shapes and intricate lines that create a textured appearance across the fabric. The layout features horizontal bands of floral designs alternating with geometric patterns, creating a balanced and harmonious composition.",False,no_class,Malang,malang,0.7330480813980103
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 4 Batik Kantil (Rama Sinta Kantil).jpg,"The batik fabric features the Malang motif, characterized by dark purple, orange tones. The main motifs include rama sinta puppet and cempaka putih, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a dark navy blue background and orange, white, and green motifs. The main motifs consist of stylized figures that appear to be human-like in form but are abstracted into geometric shapes. These figures have elongated bodies and heads adorned with various patterns. The 'isen-isen' filling the spaces between these figures consists of small, repeating diamond-shaped patterns in orange and white. The layout of the fabric features two large central figures flanking either side of the fabric, with smaller diamond patterns scattered across the rest of the surface.",False,no_class,Malang,malang,0.5579952597618103
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Lana (Bunga Wijaya Kusuma).jpg,"The batik fabric features the Malang motif, characterized by kepeng green tones. The main motifs include wijaya kusuma flower, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a beige background and white motifs. The main motifs include stylized flowers, leaves, and abstract shapes resembling wheat or grass. These motifs are interspersed throughout the fabric in a scattered pattern. The 'isen-isen', which fills the spaces between the motifs, consists of small, evenly spaced dots that create a subtle texture across the entire surface. The overall layout appears random yet balanced, with no discernible repeating rows or columns.",False,no_class,Malang,malang,0.9764434099197388
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Bengkel (Puspavardhati Sandhiya).jpg,"The batik fabric features the Malang motif, characterized by orange, red tones. The main motifs include roses and dusk, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a gradient orange to yellow background and floral motifs in shades of purple, pink, and red. The main motifs consist of stylized flowers with detailed petals and leaves, arranged vertically along the right side of the fabric. The 'isen-isen', or filler patterns, include small heart shapes scattered across the background, adding texture and contrast to the overall design. The layout features a distinct division between the floral patterned area and the plain gradient background, creating a visually striking composition.",False,no_class,Malang,malang,0.9113131165504456
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 23 Batik Kantil (Sarang Lebah).jpg,"The batik fabric features the Malang motif, characterized by dark blue tones. The main motifs include hibiscus and beehive, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a deep blue background and light blue to white motifs. The main motifs include star-like shapes, some resembling flowers or leaves, interspersed with smaller circular dots that form an 'isen-isen' pattern. These motifs vary in size and density across the fabric, creating a dynamic and textured appearance. The layout features a gradient effect where the density of the motifs increases towards the center, transitioning into a more sparse distribution at the edges.",False,no_class,Malang,malang,0.9560754895210266
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Wagastu (Bon Kelengkeng).jpg,"The batik fabric features the Malang motif, characterized by navy blue, brick red tones. The main motifs include longan tree, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a dark blue background and multicolored motifs, including shades of red, green, yellow, and white. The main motifs appear to be elongated, wavy shapes that resemble stylized leaves or vines, arranged in diagonal lines across the fabric. These motifs are interspersed with smaller, more intricate patterns known as 'isen-isen,' which fill the spaces between them. The overall pattern arrangement creates a dynamic and visually engaging design, with the diagonal lines adding a sense of movement and depth to the fabric.",False,no_class,Malang,malang,0.35314735770225525
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 28 Batik Soendari (Sekartaji Latar Daun Bambu).jpg,"The batik fabric features the Malang motif, characterized by red tones. The main motifs include bamboo leaf and sekartaji mask, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a red background and white motifs. The main motifs consist of circular faces with intricate crowns, each featuring a smiling expression. These faces are evenly spaced across the fabric. The 'isen-isen' filling the spaces between these circular faces consists of small, petal-like shapes arranged in a repeating pattern that resembles a floral design. The layout/pattern arrangement follows a symmetrical design, with two rows of three circular face motifs on the left side and one row of four circular face motifs on the right side, bordered by the floral 'isen-isen'.",False,no_class,Malang,malang,0.9732332825660706
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 7 Batik Lana (Parang Anggrek).jpg,"The batik fabric features the Malang motif, characterized by brown tones. The main motifs include orchid flower, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a terracotta-colored background and beige motifs. The main motifs appear to be stylized palm trees, each featuring a central leafy structure with smaller leaves extending outward. The 'isen-isen', or filler patterns, consist of wavy lines that intertwine between the palm tree motifs, creating a continuous flow across the fabric. The layout/pattern arrangement follows a diagonal grid-like pattern, where the palm trees are spaced evenly apart, and the 'isen-isen' fills the gaps in a consistent manner, ensuring a balanced and harmonious design throughout the entire piece.",False,no_class,Malang,malang,0.7888545393943787
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 5 Batik Bengkel (Ukel Kelana).jpg,"The batik fabric features the Malang motif, characterized by navy blue tones. The main motifs include mask, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a dark blue background and white motifs. The main motifs consist of circular shapes, including spirals and dots, which are interspersed throughout the fabric. These circular elements are filled with smaller white dots, creating an intricate pattern that resembles a network or web-like structure. The layout of the fabric features these circular motifs arranged in a seemingly random yet harmonious manner across the entire surface, giving it a dynamic and visually engaging appearance.",False,no_class,Malang,malang,0.942414402961731
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Wagastu (Sulur Wiji Timun).jpg,"The batik fabric features the Malang motif, characterized by chocolate, orange tones. The main motifs include cucumber plant, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a brown background and orange, blue, and white motifs. The main motifs consist of elongated, curved shapes resembling leaves or petals, arranged in diagonal rows across the fabric. These motifs are filled with smaller, intricate patterns that include dots and lines, creating an 'isen-isen' effect within each larger shape. The layout of the pattern follows a consistent diagonal alignment, with the motifs overlapping slightly to form a cohesive design across the entire surface.",False,no_class,Malang,malang,0.8660508394241333
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Krajan (Parang Lombok).jpg,"The batik fabric features the Malang motif, characterized by red, black tones. The main motifs include chili plant and classic pattern, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a red background and black motifs. The main motifs include stylized, intertwined snake-like figures at the top, forming a crown-like shape, and intricate floral patterns at the bottom. The 'isen-isen', or filler designs, consist of repeating oval shapes that fill the spaces between the larger motifs. The layout arranges these elements symmetrically around a central axis, creating a balanced and harmonious pattern across the fabric.",False,no_class,Malang,malang,0.8216343522071838
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Hamparan Rintik (Tasik Madu).jpg,"The batik fabric features the Malang motif, characterized by violet tones. The main motifs include bee, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a deep purple background and white motifs. The main motifs include stylized bees, hexagonal patterns resembling honeycombs, and abstract geometric shapes such as circles and lines. These elements are interspersed throughout the fabric in a scattered yet balanced manner. The 'isen-isen' filling the spaces between these motifs consists of smaller, repeating geometric shapes that complement the larger designs without overpowering them. The overall pattern arrangement appears random but harmonious, creating an intricate and visually engaging design.",False,no_class,Malang,malang,0.9081131219863892
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Soendari (Trembesi).jpg,"The batik fabric features the Malang motif, characterized by brown, turquoise tones. The main motifs include rain tree, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a black background and white, green, and gold motifs. The main motifs include stylized leaves and floral elements, with some resembling snowflakes or starbursts. These motifs are interconnected by intricate 'isen-isen', which appear as small dots and lines that fill the spaces between them. The pattern is arranged in a symmetrical grid-like structure, creating a balanced and repetitive design across the entire surface of the fabric.",False,no_class,Malang,malang,0.7730728387832642
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 26 Batik Tiepuk (Sekar Jagad Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, blue tones. The main motifs include sekar universe culture, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a dark brown background and hexagonal motifs in various shades of brown, red, white, and black. The main motifs are hexagons, some filled with smaller geometric patterns like squares and diamonds, while others contain simple dots or lines. The 'isen-isen', which fills the spaces between the hexagons, includes small circles, crosses, and checkered patterns in contrasting colors such as white, red, and black against the darker background. The overall pattern arrangement creates a dense, intricate design that covers the entire surface of the fabric.",False,no_class,Trenggalek,trenggalek,0.9757383465766907
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 5 Batik Tiepuk (Kipas Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by moss green, black tones. The main motifs include fan motif culture and clove flora, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a black background and white motifs. The main motifs consist of intricate, symmetrical floral patterns resembling paisleys or lotus flowers, each featuring detailed petal-like structures. The 'isen-isen', which fills the spaces between these larger motifs, includes smaller, more delicate floral designs and geometric shapes such as triangles and dots. The layout/pattern arrangement follows a repeating grid-like structure, creating a harmonious and balanced overall design across the entire surface of the fabric.",False,no_class,Trenggalek,trenggalek,0.9368793964385986
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Krajan (Ukel-ukel).jpg,"The batik fabric features the Malang motif, characterized by navy blue tones. The main motifs include string of pearls, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a dark blue background and white motifs. The main motifs appear to be elongated, possibly fish-like shapes arranged in rows across the fabric. These motifs are interspersed with smaller, intricate patterns that fill the spaces between them, creating an 'isen-isen' effect. The layout follows a repetitive horizontal pattern where each row of larger motifs is separated by these smaller, detailed designs, resulting in a visually balanced and textured appearance.",False,no_class,Malang,malang,0.4535021185874939
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 14 Singa Duduk (Mitos).jpg,"The batik fabric features the Lamongan motif, characterized by turmeric yellow, black tones. The main motifs include singa duduk, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by an orange background and black motifs. The main motifs consist of stylized birds, each featuring intricate details such as wings spread wide and decorative elements around their bodies. These birds are interspersed with smaller, repeating patterns known as 'isen-isen,' which include floral and geometric designs in white against the orange backdrop. The layout of the fabric features these larger bird motifs arranged symmetrically across the width, while the 'isen-isen' fill the remaining spaces between them, creating a balanced and harmonious pattern throughout the entire piece.",False,no_class,Lamongan,lamongan,0.6238970160484314
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061002_Gapuro Teratai_2025_FLORA_FAUNA.jpg,"The batik fabric features the Lamongan motif, characterized by cobalt blue, grey tones. The main motifs include lotus and gapuro, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a black background and blue, white, and beige motifs. The main motifs include stylized birds with outstretched wings, each adorned with intricate details such as feathers and decorative elements. These birds are symmetrically placed in pairs, facing opposite directions across the fabric. Between these central motifs, there are smaller floral patterns filled with 'isen-isen', which appear to be small, star-like shapes in white and light blue hues. The overall pattern arrangement creates a balanced and harmonious design, with the larger bird motifs serving as focal points surrounded by the detailed 'isen-isen'.",False,no_class,Lamongan,lamongan,0.9075153470039368
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Afiq Jaya_35241420061003_Gapuro Parang_2024_CULTURE.jpg,"The batik fabric features the Lamongan motif, characterized by black, blue tones. The main motifs include gapuro and parang, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a black background and blue motifs. The main motifs consist of circular designs, each containing intricate patterns that resemble floral or geometric shapes. These circles are filled with smaller dots and lines, creating an 'isen-isen' effect within them. The layout of the fabric features these circular motifs arranged in a scattered pattern across the surface, with some larger motifs positioned at the corners and smaller ones filling the central area.",False,no_class,Lamongan,lamongan,0.9263305068016052
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 20 Batik Tiepuk (Junjung Derajat Mahkota Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by dark red, pink tones. The main motifs include clove plant flora and kawung motif culture, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a black background and white, red, and pink motifs. The main motifs include elongated teardrop shapes filled with smaller dots and lines, creating a sense of depth and texture. These motifs are interspersed with straight horizontal lines that run across the fabric in various directions. The 'isen-isen', or filler patterns, consist of small geometric shapes such as triangles, squares, and circles, predominantly in white but also incorporating red and pink hues to add contrast against the dark background. The overall pattern arrangement follows a symmetrical design, with the motifs and 'isen-isen' arranged in a balanced",False,no_class,Trenggalek,trenggalek,0.9376032948493958
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Kantil (Bunga Mawar).jpg,"The batik fabric features the Malang motif, characterized by milk chocolate, white tones. The main motifs include rose flower, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a brown background and white motifs. The main motifs include stylized flowers, leaves, and dots arranged in a scattered pattern across the fabric. The 'isen-isen', or filler patterns, consist of small, intricate designs that fill the spaces between the larger motifs, creating a dense network of detailed textures. The layout appears random yet balanced, with no single area dominating over another, ensuring an even distribution of design elements throughout the entire piece.",False,no_class,Malang,malang,0.8341366648674011
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 21 Batik Kantil (Musahara Gauri).jpg,"The batik fabric features the Malang motif, characterized by foliage green tones. The main motifs include banana tree and phoenix bird, with intricate details shaping its visual identity. The 'isen-isen' consists of delicate patterns that fill the spaces between the larger motifs, adding texture and depth to the design. The pattern appears in a non-geometric arrangement, creating a harmonious and balanced composition across the surface.","The batik fabric is characterized by a green background and yellow, red, and orange motifs. The main motifs consist of stylized leaves and branches, with the 'isen-isen' filling the spaces between them in various shades of yellow and orange. The layout/pattern arrangement features a central tree-like structure with multiple branches extending outward, creating a symmetrical yet dynamic design that fills the entire surface of the fabric.",False,no_class,Malang,malang,0.7774590849876404
