image_path,reference,prediction,ground_truth_class,predicted_class,dinov2_class,dinov2_confidence,motif_mentioned,used_prompt_mode,classification_confidence
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Blimbing (Lituhaya Prameswari).jpg,"The batik fabric features the Malang motif, characterized by red, white motifs. The dominant motifs include rice plant, bunga kamboja, weaver bird and mask dancers, topeng malang. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, red, blue, yellow motifs. the dominant motifs include figures resembling dancers and traditional attire, along with abstract shapes that resemble stylized leaves or feathers. these motifs are arranged in a repeating pattern down the center of the fabric, spaced evenly apart and oriented vertically. small white dots are interspersed between the larger motifs, adding texture and detail to the design.",Malang,malang,malang,0.9877936244010925,True,hard,0.9877936244010925
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 10 Batik Tiepuk (Njunjung Derajat Gemah Ripah).jpg,"The batik fabric features the Trenggalek motif, characterized by red, yellow motifs. The dominant motifs include empon-empon plant flora, cloves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by red, white, black, yellow motifs. the dominant motifs include clove plant flora and kawung motif culture. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Trenggalek,trenggalek,trenggalek,0.9901992678642273,True,hard,0.9901992678642273
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 10 Gedagan Daun Anggur.jpg,"The batik fabric features the Lamongan motif, characterized by burgundy, black, white motifs. The dominant motifs include gendang and grape leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, black, white motifs. the dominant motifs include jasmine plant flora and kawung motif culture. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,lamongan,lamongan,0.9901086091995239,True,hard,0.9901086091995239
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 30 Batik Kantil (Bunga Sepatu dan Isen-isen).jpg,"The batik fabric features the Malang motif, characterized by brown, pink peach motifs. The dominant motifs include hibiscus. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, pink, and green motifs. the dominant motif elements appear to be small flowers and leaves scattered throughout the fabric. these motifs are arranged in a non-geometric pattern, with varying densities and orientations that create a lively and dynamic appearance. there are also small dots and short lines interspersed among the larger motifs, adding texture and detail to the design.",Malang,malang,malang,0.820649266242981,True,hard,0.820649266242981
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Azyfa_35241420060307_Bandeng Lele Krisan Pompom_2025_FLORA_FAUNA.jpg,"The batik fabric features the Lamongan motif, characterized by red motifs. The dominant motifs include chrysanthemum and milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, black, yellow motifs. the dominant motifs include peacock. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,lamongan,lamongan,0.9401080012321472,True,hard,0.9401080012321472
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 17 Sendang Dhuwur.jpg,"The batik fabric features the Lamongan motif, characterized by black, red motifs. The dominant motifs include a machete made from the elementary school letters sendang duwur and clover. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by black, red, white motifs. the dominant motifs include clove plant flora and kawung motif culture. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,trenggalek,trenggalek,0.811905562877655,False,hard,0.811905562877655
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 2 Batik Baronggung (Jahewono).jpg,"The batik fabric features the Tulungagung motif, characterized by red, black motifs. The dominant motifs include ginger plant. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the tulungagung motif, characterized by red motifs. the dominant motif elements appear to be stylized leaves. these motifs are arranged in a repeating pattern across the fabric, creating a dense and uniform design. small white dots are interspersed between the larger red motifs, adding texture and detail to the overall pattern.",Tulungagung,tulungagung,tulungagung,0.9677720069885254,True,hard,0.9677720069885254
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 3 Bandeng Lele Enceng Gondok.jpg,"The batik fabric features the Lamongan motif, characterized by olive green, green, red, brown, black, white motifs. The dominant motifs include milkfish and catfish and water hyacinth. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by bright green, white, red, and pink motifs. the dominant motif elements appear to be stylized flowers and leaves, interspersed with small dots that act as isen-isens. these motifs are arranged in a repeating pattern across the fabric, creating a dense yet balanced design. the motifs are evenly spaced and oriented randomly but consistently throughout the piece.",Lamongan,lamongan,lamongan,0.963334858417511,True,hard,0.963334858417511
"/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 14 Batik Lana (Bambu, Ikan dan Topeng).jpg","The batik fabric features the Malang motif, characterized by green motifs. The dominant motifs include bamboo tree, koi fish and mask. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by vibrant red, deep blue, and bright yellow motifs. the dominant motif elements appear to be stylized leaves and possibly abstracted figures resembling birds or butterflies. these motifs are arranged in a non-geometric pattern, scattered throughout the fabric with varying densities and orientations. some areas have denser clusters of motifs, while others feature more sparse distributions, creating a dynamic visual texture.",Malang,malang,malang,0.9397953748703003,True,hard,0.9397953748703003
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 19 Batik Soendari (Sekartaji Bonpring).jpg,"The batik fabric features the Malang motif, characterized by yellow, red motifs. The dominant motifs include bamboo and sekartaji mask. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by yellow, red, white, and green motifs. the dominant motif elements include stylized faces resembling traditional dance masks, bamboo stalks, and fern-like leaves. these motifs are arranged in a non-geometric pattern, with varying densities and orientations throughout the fabric. some areas have more closely spaced motifs, while others feature larger gaps between them.",Malang,malang,malang,0.5166260600090027,True,hard,0.5166260600090027
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 6 Singo Mengkok Melati.jpg,"The batik fabric features the Lamongan motif, characterized by maroon, turmeric yellow motifs. The dominant motifs include singo mengkok and jasmine. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, white, black, orange, yellow motifs. the dominant motifs include milkfish and catfish and chrysanthemum. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,lamongan,lamongan,0.9679462909698486,True,hard,0.9679462909698486
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Rahayu (Bledak Bouket).jpg,"The batik fabric features the Trenggalek motif, characterized by brown, green, black motifs. The dominant motifs include bouquet flowers. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the trenggalek motif, characterized by black, brown, and beige motifs. the dominant motif elements appear to be stylized leaves and flowers. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design that covers much of the surface. there are no clear signs of isen-isens or other decorative fillers within this particular section of the batik.",Trenggalek,trenggalek,trenggalek,0.9988231062889099,True,hard,0.9988231062889099
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/FC Data 3 Bandeng Lele Kawung Mlaten.jpg,"The batik fabric features the Lamongan motif, characterized by brown, red, black, white motifs. The dominant motifs include milkfish and catfish and palm seed and jasmine. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by brown, white, and black motifs. the dominant motif elements include small dots, short lines, and various floral patterns. these motifs are arranged in a repeating grid pattern across the fabric, with consistent spacing and density. the orientation of the motifs varies slightly but generally follows a horizontal alignment within each row.",Lamongan,lamongan,lamongan,0.87139493227005,True,hard,0.87139493227005
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 15 Pager Ayu.jpg,"The batik fabric features the Lamongan motif, characterized by maroon motifs. The dominant motifs include clover and milkfish and catfish. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the lamongan motif, characterized by red, white motifs. the dominant motifs include milkfish and catfish's scale. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Lamongan,lamongan,lamongan,0.4607835114002228,True,hard,0.4607835114002228
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Krajan (Parang Garudeya Truntum).jpg,"The batik fabric features the Malang motif, characterized by army green, red motifs. The dominant motifs include トゥルントゥム文様 and ガルデヤ. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, white motifs. the dominant motifs include garuda and kawung. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.7729650735855103,True,hard,0.7729650735855103
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 7 Batik Blimbing (Lituhaya Prameswari Singasari).jpg,"The batik fabric features the Malang motif, characterized by black, yellow motifs. The dominant motifs include rain tree, weaver bird, traditional dancers and singosari temple. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, blue motifs. the dominant motifs include rain tree and koin. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.8856477737426758,True,hard,0.8856477737426758
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Jayyida Data 13 Kipas Siup.jpg,"The batik fabric features the Lamongan motif, characterized by maroon, grey motifs. The dominant motifs include folding fan, jasmine and peacock. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by deep red, gold, and black motifs. the dominant motif elements appear to be abstract geometric shapes and small floral patterns. these motifs are arranged in a repeating grid pattern across the fabric, with moderate spacing between each element. the overall arrangement suggests symmetry along both horizontal and vertical axes, creating a balanced and structured design.",Lamongan,malang,malang,0.6400412321090698,False,hard,0.6400412321090698
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 22 Batik Wagastu (Panen Jeruk).jpg,"The batik fabric features the Malang motif, characterized by chocolate, orange motifs. The dominant motifs include orange tree. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by brown, orange, and white motifs. the dominant motif elements appear to be stylized leaves and flowers. these motifs are arranged in a repeating pattern across the fabric, creating a dense and intricate design. there are no clear signs of isen-isens or other decorative fillers within this particular section of the batik.",Malang,malang,malang,0.9482730031013489,True,hard,0.9482730031013489
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 26 Batik Kantil (Kamalini Buana).jpg,"The batik fabric features the Malang motif, characterized by black, green motifs. The dominant motifs include lotus. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","the batik fabric features the malang motif, characterized by black, green motifs. the dominant motifs include lotus and kantil leaf. the motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.",Malang,malang,malang,0.7445530295372009,True,hard,0.7445530295372009
