name,class,image_path,caption_en,philosophy_en,philosophy_core,split
bokor_kencono128.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono128.jpg,"The batik fabric features the bokor_kencono motif, characterized by a dark blue background and gold motifs. The dominant motifs include stylized leaves and floral elements, arranged symmetrically within diamond-shaped frames. These frames are interconnected by smaller, repeating patterns of small dots and short lines, creating a cohesive design. The motifs are evenly spaced and repeated throughout the fabric, forming a grid-like pattern that enhances the overall symmetry and balance of the piece.","Traditionally, the Bokor Kencono motif symbolizes dignity, wisdom, and enduring authority.","dignity, wisdom, authority, noble character",train
Sekar Jagad,Malang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 8 Batik Krajan (Sekar Jagad).jpg,"The batik fabric features the Malang motif, characterized by brown, dark red motifs. The dominant motifs include coffee beans, bunga mawar and sparrows. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","This motif was created during the pandemic as an expression of creativity, combining the beauty of sekar jagad, flowers and kop, presenting batik full of meaning that reflects the spirit of survival and creation.",,train
buketan5.jpg,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan5.jpg,"The batik fabric features the buketan motif, characterized by a black background and pink and white motifs. The dominant motifs include large pink flowers with green leaves, some featuring purple centers, arranged in clusters along the fabric's length. Smaller white flowers with green leaves are interspersed between larger pink blooms. The fabric displays a repeating pattern where these floral elements are consistently spaced and oriented vertically down the material. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves; instead, the focus remains on the continuous flow of the floral designs. The overall layout shows a symmetrical arrangement of the motifs, creating a balanced and harmonious appearance throughout the fabric.","The philosophical meaning of the Buketan motif reflects joy, natural beauty, purity, and graceful femininity.","joy, beauty, purity, feminine grace, cheerfulness",train
dayak74.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak74.jpg,"The batik fabric features the Dayak motif, characterized by a black background and gold motifs. The dominant motifs include stylized animal figures, possibly birds or mythical creatures, depicted with intricate patterns on their bodies. These figures have elongated necks and heads adorned with elaborate designs. The motifs are arranged symmetrically along vertical lines, creating a balanced composition. Small white dots and short lines act as isen-isen elements, adding texture and detail to the overall design. The motifs repeat consistently down the length of the fabric, maintaining uniformity in size and placement.","Traditionally, the Dayak motif symbolizes courage, harmony with nature, and protective ancestral strength.","courage, harmony with nature, protection, ancestral strength",train
sidomulyo106.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo106.jpg,"The batik fabric features the sidomulyo motif, characterized by a white background and brown motifs. The dominant motifs include stylized leaves and vines arranged in a grid-like pattern. Each leaf and vine element is intricately detailed, featuring small dots at their intersections, which add depth and texture to the design. These motifs repeat consistently throughout the fabric, creating a harmonious and balanced composition. The arrangement follows a symmetrical layout, with each section mirroring its counterpart on either side, ensuring a visually pleasing and cohesive overall appearance.","The philosophical meaning of the Sidomulyo motif reflects glory, enduring honour, and the pursuit of a dignified life.","glory, enduring honour, inner mastery, dignified life",train
bokor_kencono126.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono126.jpg,"The batik fabric features the bokor_kencono motif, characterized by a black background and gold motifs. The dominant motifs include stylized flowers and butterflies, arranged symmetrically around central decorative elements. Small dots and short lines act as isen-isen elements, filling spaces between larger motifs. The motifs repeat consistently throughout the fabric, creating a balanced and harmonious pattern.","Traditionally, the Bokor Kencono motif symbolizes dignity, wisdom, and enduring authority.","dignity, wisdom, authority, noble character",train
tujuh_rupa128.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa128.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of blue, green, pink, white, and beige. The dominant motifs include stylized leaves and flowers, with some elements resembling abstract forms. These motifs are interspersed with small white dots and short lines, which act as isen-isen elements, adding texture and detail to the design. The motifs are arranged in a scattered yet harmonious pattern across the fabric, with no strict symmetry but rather a fluid distribution that creates a dynamic and visually engaging composition.","Traditionally, the Tujuh Rupa motif symbolizes eloquence, adaptability, and peaceful cultural diversity.","eloquence, adaptability, cultural openness, peaceful diversity",train
tribusono6.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono6.jpg,"The batik fabric features the tribusono motif, characterized by a black background and gold motifs. The dominant motifs include stylized flowers with intricate petal patterns and detailed leaves, arranged in a repeating circular pattern. Small dots and short lines, known as isen-isens, are interspersed within the larger floral designs, adding texture and depth. These motifs are evenly spaced and oriented consistently throughout the fabric, creating a symmetrical and balanced layout.","In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","regeneration, harmony, cultural continuity, ecological awareness",train
sekarjagad85.jpg,sekarjagad,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad85.jpg,"The batik fabric features the sekarjagad motif, characterized by a black background and gold motifs. The dominant motifs include starfish and flower-like shapes, arranged symmetrically across the fabric. The starfish have five arms each, radiating outward from their central point, while the flowers feature multiple petals. Small dots and short lines are interspersed between the larger motifs, adding texture and detail. The motifs repeat consistently throughout the fabric, creating a harmonious pattern that spans the entire surface.","The philosophical meaning of the Sekarjagad motif reflects the beauty of diversity, universal harmony, and radiant coexistence.","beauty of diversity, universal harmony, radiance, coexistence",train
wahyu_tumurun124.jpg,wahyu_tumurun,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun124.jpg,"The batik fabric features the wahyu_tumurun motif, characterized by a dark brown background and vibrant orange, blue, and green motifs. The dominant motifs include stylized leaves and abstract floral elements, which are intricately woven into the design. Small dots and short lines act as isen-isen elements, adding texture and detail throughout the pattern. These motifs repeat consistently across the fabric, arranged in a symmetrical manner with some variation in size and placement, creating a balanced yet dynamic composition.","Traditionally, the Wahyu Tumurun motif symbolizes divine grace, spiritual guidance, and noble aspiration.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",train
jlamprang123.jpg,jlamprang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang123.jpg,"The batik fabric features the jlamprang motif, characterized by a white background and red and blue motifs. The dominant motifs consist of stylized flowers with intricate petal patterns, arranged symmetrically within square frames. Small dots and short lines act as isen-isen elements, filling the spaces between the larger motifs. These smaller elements add texture and detail to the overall design. The motifs repeat consistently across the fabric, maintaining a balanced and harmonious layout throughout the entire piece.","In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","cosmic balance, spiritual order, sacred connection, divine harmony",train
wahyu_tumurun72.jpg,wahyu_tumurun,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun72.jpg,"The batik fabric features the wahyu_tumurun motif, characterized by a dark brown background and gold motifs. The dominant motifs include intricate floral elements and geometric forms, such as star-like patterns and circular designs. Small dots and short lines are interspersed throughout, adding texture and detail to the overall design. The motifs are arranged symmetrically, repeating in a grid-like pattern across the fabric, creating a harmonious and balanced composition.","Traditionally, the Wahyu Tumurun motif symbolizes divine grace, spiritual guidance, and noble aspiration.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",train
kawung15.jpg,kawung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung15.jpg,"The batik fabric features the kawung motif, characterized by a dark brown background and white motifs. The dominant motifs consist of circular shapes resembling eggs, arranged in a grid-like pattern. These egg-shaped motifs are interspersed with smaller black diamond shapes, creating a contrast against the white circles. The small dots and short lines within each circle add texture and detail to the design. The motifs repeat consistently throughout the fabric, maintaining a symmetrical arrangement both horizontally and vertically.","Traditionally, the Kawung motif symbolizes purity of heart, self-mastery, and the eternal cycle of human life.","purity of heart, self-mastery, life cycle, moral balance",train
tuntrum109.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum109.jpg,"The batik fabric features the tuntrum motif, characterized by a dark gray background and white motifs outlined in black. The dominant motifs consist of star-like shapes with smaller flower-like patterns at their centers, arranged symmetrically within each larger star. These stars are interspersed with small, evenly spaced dots and short lines, creating a sense of rhythm and balance throughout the design. The motifs repeat consistently across the fabric, maintaining a uniform pattern both vertically and horizontally. The overall layout is structured and orderly, emphasizing the repetitive nature of the tuntrum motif.","Traditionally, the Truntum motif symbolizes sincere love, quiet devotion, and the renewal of affection.","sincere love, devotion, renewal of affection, patience",train
dayak101.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak101.jpg,"The batik fabric features the Dayak motif, characterized by a red background and blue and gold motifs. The dominant motifs include stylized octopus-like creatures with long, flowing tentacles, arranged symmetrically across the fabric. These motifs are interspersed with small, intricate designs resembling leaves or feathers, which add texture and detail to the overall pattern. The motifs repeat consistently throughout the fabric, creating a harmonious and balanced design. The arrangement follows a grid-like structure, ensuring uniformity and symmetry in the placement of each element.","The philosophical meaning of the Dayak motif reflects courage, harmony with nature, and the protective strength of ancestral wisdom.","courage, harmony with nature, protection, ancestral strength",train
Den Liris Cengkeh,Trenggalek,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 29 Batik Tiepuk (Den Liris Cengkeh).jpg,"The batik fabric features the Trenggalek motif, characterized by chocolate, moss green motifs. The dominant motifs include flora of clove plants, kawung, truntum. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","Describes the beauty of rain falling gently in front of the batik studio. The water drop motif reflects calm, freshness and inspiration, bringing harmony between nature and creativity.",,train
mega_mendung37.jpg,mega_mendung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung37.jpg,"The batik fabric features the mega_mendung motif, characterized by a deep blue background and light blue motifs. The dominant motifs consist of swirling cloud-like shapes, each outlined in white and filled with varying shades of light blue, creating a sense of depth and movement. These motifs are arranged in a repetitive pattern across the fabric, with some overlapping slightly but generally maintaining a uniform distance from one another. The overall layout appears symmetrical, with the motifs oriented consistently throughout the design. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves; instead, the focus remains on the intricate interplay between the different shades of blue and the white outlines defining the cloud shapes.","The philosophical meaning of the Mega Mendung motif reflects patience, emotional calm, and spiritual serenity.","patience, emotional calm, spiritual serenity, divine protection",train
Lituhaya Prameswari,Malang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Blimbing (Lituhaya Prameswari).jpg,"The batik fabric features the Malang motif, characterized by red, white motifs. The dominant motifs include rice plant, bunga kamboja, weaver bird and mask dancers, topeng malang. The motifs are arranged in a simetris pattern across the fabric, creating a harmonious and balanced composition.","With the theme of beautiful mask dancers and combined with the icon of the Malang city, Burung Manyar.",,train
bokor_kencono63.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono63.jpg,"The batik fabric features the bokor_kencono motif, characterized by a dark blue background and gold and black motifs. The dominant motifs consist of teardrop-shaped elements with intricate patterns inside them, resembling stylized flowers or leaves. These teardrops are arranged in a grid-like pattern across the fabric, with each motif separated by small white spaces. The gold and black colors create a striking contrast against the dark blue backdrop, enhancing the visual appeal of the design. The motifs appear to be evenly spaced and aligned horizontally and vertically, forming a symmetrical and orderly layout throughout the entire piece.","Traditionally, the Bokor Kencono motif symbolizes dignity, wisdom, and enduring authority.","dignity, wisdom, authority, noble character",train
dayak1.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak1.jpg,"The batik fabric features the Dayak motif, characterized by a black background and orange, white, and gray motifs. The dominant motifs include stylized floral elements with intricate curves and swirls, resembling octopus-like forms. These motifs are interspersed with small geometric patterns and short lines, known as isen-isen elements, which add texture and detail. The motifs repeat consistently across the fabric, arranged in a symmetrical pattern with a central focus on larger floral forms surrounded by smaller decorative elements. The overall layout maintains a balanced and harmonious design throughout the entire piece.","In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","courage, harmony with nature, protection, ancestral strength",train
sekarjagad89.jpg,sekarjagad,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad89.jpg,"The batik fabric features the sekarjagad motif, characterized by a dark brown background and vibrant green, yellow, and red motifs. The dominant motifs include stylized leaves and vines, arranged in a repeating pattern across the fabric. These motifs are interspersed with small, intricate isen-isen elements such as dots and short lines, adding texture and detail to the design. The motifs are oriented in various directions, creating a dynamic and balanced composition. The overall layout follows a symmetrical structure, ensuring a harmonious balance between the different elements on the fabric.","In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","beauty of diversity, universal harmony, radiance, coexistence",train
mega_mendung3.jpg,mega_mendung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung3.jpg,"The batik fabric features the mega_mendung motif, characterized by a white background and blue motifs. The dominant motifs consist of swirling, leaf-like shapes with pointed tips, arranged in a repeating pattern across the fabric. These motifs are predominantly blue, with varying shades creating depth and contrast against the white background. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves. The motifs are evenly spaced and oriented consistently throughout the fabric, maintaining a symmetrical arrangement.","In Cirebonese court culture, the Mega Mendung motif represents composure, inner peace, and the grace of divine protection.","patience, emotional calm, spiritual serenity, divine protection",train
singa_barong13.jpg,singa_barong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong13.jpg,"The batik fabric features the singa_barong motif, characterized by a white background and gold and black motifs. The dominant motifs include stylized barongs (mythical creatures), depicted with intricate details such as wings, scales, and ornate heads. These barongs are interspersed with geometric patterns resembling wheels or circular designs, which add complexity to the overall composition. The fabric displays a symmetrical arrangement, with the central area featuring a larger barong flanked by smaller ones on either side. The background remains consistently white, allowing the golden and black elements to stand out prominently. There are no visible isen-isen elements within the provided image.","The philosophical meaning of the Singa Barong motif reflects mythological power, elemental unity, and visionary leadership.","mythological power, elemental unity, visionary leadership, sacred authority",train
tujuh_rupa4.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa4.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of blue, orange, pink, and white. The dominant motifs include stylized flowers and leaves, arranged in a scattered yet harmonious pattern across the fabric. These floral elements vary slightly in shape but generally follow a curvilinear form, creating a dynamic and flowing appearance. Small dots and short lines, known as isen-isen, are interspersed among the larger motifs, adding texture and detail to the design. The motifs appear to be distributed evenly throughout the fabric, with some areas showing more concentration than others, suggesting a random yet balanced arrangement. The overall layout maintains a sense of rhythm and movement, typical of the tujuh_rupa motif's aesthetic principles.","In Pekalongan's coastal tradition, the Tujuh Rupa motif represents openness to the world, graceful adaptability, and harmony across cultures.","eloquence, adaptability, cultural openness, peaceful diversity",train
Penyu Prigi,Trenggalek,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 14 Batik Rahayu (Penyu Prigi).jpg,"The batik fabric features the Trenggalek motif, characterized by red, purple motifs. The dominant motifs include mangosteen and turtle. The motifs are arranged in a geometric pattern across the fabric, creating a harmonious and balanced composition.","The Kili-Kili turtle motif and the mangosteen fruit symbolize the preservation of nature and the richness of Trenggalek. The harmonious pattern reflects ecosystem balance, sustainability, and the close connection between humans and nature in coastal life.",,train
sidomukti125.jpg,sidomukti,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti125.jpg,"The batik fabric features the sidomukti motif, characterized by a brown background and black motifs. The dominant motifs include stylized leaves and flowers, arranged in a grid-like pattern. Each cell within the grid contains a central motif surrounded by smaller decorative elements such as small dots and short lines. These motifs are repeated consistently throughout the fabric, creating a symmetrical and balanced design. The overall layout follows a structured isen-isen arrangement, where each section is filled with identical patterns, ensuring uniformity and harmony across the entire piece.","The philosophical meaning of the Sidomukti motif reflects enduring happiness, fulfilment, prosperity, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness",train
parang105.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang105.jpg,"The batik fabric features the parang motif, characterized by a white background and brown motifs. The dominant motifs consist of elongated, flowing curves resembling stylized leaves or waves, arranged diagonally across the fabric. These motifs repeat consistently throughout the design, creating a dynamic pattern. Small diamond-shaped isen-isen elements are interspersed between the larger motifs, adding texture and detail to the overall composition. The arrangement follows a symmetrical layout, with each diagonal row mirroring the one below it, enhancing the balanced aesthetic of the piece.","In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","perseverance, courage, continuity, relentless self-improvement",train
wahyu_tumurun123.jpg,wahyu_tumurun,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun123.jpg,"The batik fabric features the wahyu_tumurun motif, characterized by a cream-colored background and black and gold motifs. The dominant motifs include stylized birds, leaves, and geometric shapes. The birds have intricate feather patterns, while the leaves feature detailed veins. Geometric forms, such as triangles and ovals, are also prominent, often filled with smaller decorative elements like small dots and short lines. These motifs are arranged symmetrically across the fabric, creating a balanced and harmonious pattern. The repetition of these elements ensures a cohesive design throughout the entire piece.","Traditionally, the Wahyu Tumurun motif symbolizes divine grace, spiritual guidance, and noble aspiration.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",train
Daun Sente (Talas),Lamongan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Chotifa_35241420060103_Daun Sente (Talas)_2025_FLORA.jpg,"The batik fabric features the Lamongan motif, characterized by navy blue motifs. The dominant motifs include taro leaves. The motifs are arranged in a non-geometric pattern across the fabric, creating a harmonious and balanced composition.","Daun Sente was inspired by the taro plant (sente) which grows abundantly in the Sendang Duwur environment. Taro leaves symbolize shade, protection and nature's generosity towards people's lives.",,train
wirasat90.jpg,wirasat,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat90.jpg,"The batik fabric features the wirasat motif, characterized by a dark brown background and gold motifs. The dominant motifs include stylized floral elements and geometric forms, such as squares and diamonds, which are intricately interlaced. Small white dots and short lines act as isen-isen elements, adding texture and detail to the design. These motifs repeat consistently throughout the fabric, arranged symmetrically around central diamond-shaped patterns. The overall layout follows a structured grid-like pattern, ensuring uniformity and balance within each section of the batik.","Traditionally, the Wirasat motif symbolizes the fulfilment of wholesome wishes, elevated standing, and life's sufficiency.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",train
bokor_kencono53.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono53.jpg,"The batik fabric features the bokor_kencono motif, characterized by a dark blue background and gold motifs. The dominant motifs include teardrop-shaped elements with intricate detailing at their centers, resembling stylized flowers or leaves. These teardrops are arranged symmetrically around a central vertical line, creating a balanced pattern. Smaller, ornate designs fill the spaces between the larger motifs, adding depth and complexity to the overall design. The small dots and short lines within these smaller designs contribute to the detailed texture of the batik.","In Javanese culture, the Bokor Kencono motif represents noble character, inner wisdom, and commanding dignity.","dignity, wisdom, authority, noble character",train
tujuh_rupa98.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa98.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of red, blue, gold, purple, and orange. The dominant motifs include stylized flowers and swirling leaves, each intricately detailed with small dots and short lines. These elements create a sense of depth and texture within the design. The motifs are arranged in a repetitive pattern across the fabric, with some overlapping and others positioned in a staggered manner, creating a dynamic and visually engaging composition. The overall layout appears symmetrical, with the motifs evenly distributed throughout the fabric.","The philosophical meaning of the Tujuh Rupa motif reflects eloquence, adaptability, and the richness of peaceful cultural exchange.","eloquence, adaptability, cultural openness, peaceful diversity",train
sidomukti91.jpg,sidomukti,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti91.jpg,"The batik fabric features the sidomukti motif, characterized by a vibrant orange background and intricate blue and gold motifs. The dominant motifs include stylized flowers, leaves, and abstract geometric forms, arranged symmetrically throughout the fabric. Small dots and short lines, known as isen-isens, are interspersed between the larger motifs, adding texture and detail. The motifs repeat consistently across the fabric, creating a harmonious pattern that extends seamlessly from edge to edge.","The philosophical meaning of the Sidomukti motif reflects enduring happiness, fulfilment, prosperity, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness",train
dayak40.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak40.jpg,"The batik fabric features the Dayak motif, characterized by a deep blue background and white motifs. The dominant motifs include intricate swirling patterns resembling leaves or vines, arranged in a repeating, symmetrical manner across the fabric. These motifs are connected by small, delicate lines that form a network-like structure between them. The overall layout shows a balanced distribution of motifs, with some areas appearing denser than others due to the overlapping nature of the designs.","Traditionally, the Dayak motif symbolizes courage, harmony with nature, and protective ancestral strength.","courage, harmony with nature, protection, ancestral strength",train
wahyu_tumurun45.jpg,wahyu_tumurun,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun45.jpg,"The batik fabric features the wahyu_tumurun motif, characterized by a cream-colored background and dark brown motifs. The dominant motifs include stylized flowers and leaves, arranged symmetrically across the fabric. These floral elements are interspersed with small, intricate designs resembling birds and abstract ornaments. The motifs repeat consistently throughout the fabric, creating a harmonious pattern. Short lines and small dots act as filler elements between larger motifs, enhancing the overall texture and detail of the design.","In Javanese royal tradition, the Wahyu Tumurun motif represents the descent of divine favour, noble ambition, and spiritual guidance.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",train
kawung34.jpg,kawung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung34.jpg,"The batik fabric features the kawung motif, characterized by a light yellow background and white motifs. The dominant motifs consist of interconnected circular shapes resembling flowers or leaves, arranged in a repeating pattern across the fabric. Small dots and short lines are interspersed within these larger motifs, adding texture and detail. The motifs are evenly spaced and aligned horizontally and vertically, creating a symmetrical and orderly layout.","The philosophical meaning of the Kawung motif reflects purity of heart, self-mastery, and moral balance in life.","purity of heart, self-mastery, life cycle, moral balance",train
tribusono22.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono22.jpg,"The batik fabric features the tribusono motif, characterized by a beige background and brown motifs. The dominant motifs include stylized leaves and flowers, with intricate petal-like structures and swirling patterns. These motifs are arranged in a repetitive manner, creating a symmetrical design across the fabric. Small dots and short lines are interspersed between the larger motifs, adding texture and detail to the overall pattern. The motifs are oriented in various directions, contributing to a dynamic yet balanced composition.","Traditionally, the Tribusono motif symbolizes regeneration, harmony, and the continuity of cultural values.","regeneration, harmony, cultural continuity, ecological awareness",train
buketan3.jpg,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan3.jpg,"The batik fabric features the buketan motif, characterized by a dark blue background and vibrant floral motifs in shades of red, blue, white, and green. The dominant motifs consist of various flowers and leaves arranged in clusters, with some featuring elongated petals and others having more rounded blossoms. Small dots and short lines are interspersed among the larger floral patterns, adding texture and detail. The motifs repeat consistently across the fabric, creating a harmonious pattern that spans both vertical and horizontal directions. The overall arrangement appears symmetrical, with each section mirroring the design on either side, ensuring a balanced and cohesive appearance throughout the entire piece.","Traditionally, the Buketan motif symbolizes joy, beauty, purity, and feminine grace.","joy, beauty, purity, feminine grace, cheerfulness",train
mega_mendung66.jpg,mega_mendung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung66.jpg,"The batik fabric features the mega_mendung motif, characterized by a beige background and brown motifs. The dominant motifs consist of swirling, organic shapes resembling leaves or clouds, with varying sizes and orientations scattered across the fabric. These motifs are outlined in dark brown, creating a bold contrast against the lighter beige background. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves. The motifs appear randomly distributed but maintain a sense of balance through their overlapping and intertwining patterns. The overall layout shows a symmetrical arrangement with some motifs appearing larger and more prominent than others, suggesting a dynamic yet harmonious design typical of the mega_mendung motif.","In Cirebonese court culture, the Mega Mendung motif represents composure, inner peace, and the grace of divine protection.","patience, emotional calm, spiritual serenity, divine protection",train
tujuh_rupa46.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa46.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant blue, purple, pink, and green motifs. The dominant motifs include stylized flowers with large petals in shades of blue and purple, accented with green leaves. Small pink and white dots are interspersed throughout the design, adding texture and contrast against the dark background. The motifs appear scattered randomly but maintain a sense of balance through their varied sizes and orientations. The overall layout suggests a free-form arrangement typical of the tujuh_rupa style, emphasizing fluidity and naturalistic forms rather than strict symmetry.","In Pekalongan's coastal tradition, the Tujuh Rupa motif represents openness to the world, graceful adaptability, and harmony across cultures.","eloquence, adaptability, cultural openness, peaceful diversity",train
sidomulyo102.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo102.jpg,"The batik fabric features the sidomulyo motif, characterized by a beige background and dark brown motifs. The dominant motifs include stylized leaves and abstract ornaments arranged symmetrically within diamond-shaped frames. These frames are interconnected through smaller, repeating patterns of small dots and short lines, creating a cohesive design. The motifs are evenly spaced and repeated throughout the fabric, maintaining a balanced and harmonious layout.","Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","glory, enduring honour, inner mastery, dignified life",train
buketan91.jpg,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan91.jpg,"The batik fabric features the buketan motif, characterized by a green background and pink, purple, white, and blue motifs. The dominant motifs include stylized flowers and leaves, arranged in a scattered yet harmonious pattern across the fabric. These floral elements vary in size and shape but maintain a consistent style throughout. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves. The motifs appear to be distributed evenly across the fabric, creating a balanced and visually appealing design. The overall layout suggests a symmetrical arrangement, though individual sections may have slight variations in motif placement.","The philosophical meaning of the Buketan motif reflects joy, natural beauty, purity, and graceful femininity.","joy, beauty, purity, feminine grace, cheerfulness",train
wirasat146.jpg,wirasat,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat146.jpg,"The batik fabric features the wirasat motif, characterized by a warm brown background and intricate black and gold motifs. The dominant motifs include stylized leaves and floral elements arranged symmetrically within diamond-shaped frames. These frames repeat throughout the fabric, creating a cohesive pattern. Small dots and short lines act as fillers between the larger motifs, adding texture and detail. The overall layout follows a grid-like structure, ensuring uniformity and balance across the entire piece.","In Javanese tradition, the Wirasat motif represents the parental blessing for a new household — prosperity, dignity, and answered prayers.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",train
tuntrum60.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum60.jpg,"The batik fabric features the tuntrum motif, characterized by a dark brown background and orange motifs. The dominant motifs appear to be small, symmetrical flower-like shapes with intricate petal patterns. These flowers are arranged in a grid-like pattern across the fabric, creating a repetitive and structured design. The spacing between the motifs is uniform, ensuring a balanced and orderly appearance. The overall layout follows a horizontal and vertical alignment, emphasizing symmetry and precision. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves; instead, the focus remains on the clear and distinct placement of each flower shape against the contrasting background.","Traditionally, the Truntum motif symbolizes sincere love, quiet devotion, and the renewal of affection.","sincere love, devotion, renewal of affection, patience",train
sidomulyo95.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo95.jpg,"The batik fabric features the sidomulyo motif, characterized by a white background and brown motifs. The dominant motifs include stylized leaves and floral elements arranged symmetrically within diamond-shaped frames. These frames are interspersed diagonally across the fabric, creating a repeating pattern. Small black dots are visible at various points within the motifs, adding detail to the design. The overall layout follows a grid-like structure, ensuring uniformity and balance throughout the piece.","Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","glory, enduring honour, inner mastery, dignified life",train
