image_path,ground_truth_class,predicted_class,classification_confidence,prediction,reference,philosophy_core,used_prompt_mode
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang121.jpg,parang,parang,0.9982863068580627,"In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","perseverance, courage, continuity, relentless self-improvement",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun132.jpg,wahyu_tumurun,wahyu_tumurun,0.9590222835540771,nan,"In Javanese royal tradition, the Wahyu Tumurun motif represents the descent of divine favour, noble ambition, and spiritual guidance.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang117.jpg,jlamprang,jlamprang,0.9948650002479553,"In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","Traditionally, the Jlamprang motif symbolizes cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat7.jpg,wirasat,wirasat,0.9748712182044983,"In Javanese tradition, the Wirasat motif represents the parental blessing for a new household prosperity, dignity, and answered prayers.","The philosophical meaning of the Wirasat motif reflects the fulfilment of wishes, elevated standing, and life's sufficiency.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat109.jpg,wirasat,wirasat,0.9129242300987244,"In Javanese tradition, the Wirasat motif represents the parental blessing for a new household prosperity, dignity, and answered prayers.","In Javanese tradition, the Wirasat motif represents the parental blessing for a new household — prosperity, dignity, and answered prayers.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung95.jpg,mega_mendung,mega_mendung,0.981059730052948,nan,"Traditionally, the Mega Mendung motif symbolizes patience, emotional calm, and spiritual serenity.","patience, emotional calm, spiritual serenity, divine protection",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung62.png,mega_mendung,mega_mendung,0.9966294169425964,nan,"In Cirebonese court culture, the Mega Mendung motif represents composure, inner peace, and the grace of divine protection.","patience, emotional calm, spiritual serenity, divine protection",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung94.jpg,kawung,kawung,0.9803363680839539,"In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","Traditionally, the Kawung motif symbolizes purity of heart, self-mastery, and the eternal cycle of human life.","purity of heart, self-mastery, life cycle, moral balance",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong41.png,liong,liong,0.9952664375305176,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","Traditionally, the Liong motif symbolizes divine power, protection, and enduring prosperity.","divine power, protection, prosperity, celestial benevolence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur27.jpg,sidoluhur,sidoluhur,0.986012876033783,"In Javanese tradition, the Sidoluhur motif represents the pursuit of virtue, dignified conduct, and the honour of righteous leadership.","In Javanese tradition, the Sidoluhur motif represents the pursuit of virtue, dignified conduct, and the honour of righteous leadership.","noble character, moral elevation, dignity, exemplary conduct",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 29 Batik Rahayu (Udan Liris).jpg,Trenggalek,trenggalek,0.9912822246551514,"The elegant Trenggalek motif combines classic elements with modern flair, creating timeless beauty that reflects local wisdom and cultural heritage.","depicts light rain. The pattern of water droplets arranged in harmony symbolizes fertility, tranquility and balance in nature, creating a peaceful atmosphere that reflects humans' close relationship with the surrounding environment",,hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang143.png,jlamprang,jlamprang,0.9819422364234924,"In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","cosmic balance, spiritual order, sacred connection, divine harmony",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum144.jpg,tuntrum,truntum,0.7344358563423157,"In Surakarta court tradition, the Truntum motif represents royal harmony, inner balance, and the link between humanity and the divine.","The philosophical meaning of the Truntum motif reflects sincere love, quiet devotion, and renewal of affection through patience.","sincere love, devotion, renewal of affection, patience",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak38.jpeg,dayak,dayak,0.9940387010574341,"In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","courage, harmony with nature, protection, ancestral strength",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton62.jpg,srikaton,srikaton,0.9665993452072144,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","divine radiance, natural abundance, resilience, visible grace",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti27.jpg,sidomukti,sidomukti,0.8751766681671143,"In Surakarta court tradition, the Sidomukti motif represents prosperity, inner contentment, and the blessing of a flourishing life.","Traditionally, the Sidomukti motif symbolizes enduring happiness, fulfilment, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak119.jpg,dayak,dayak,0.9838786125183105,"In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","The philosophical meaning of the Dayak motif reflects courage, harmony with nature, and the protective strength of ancestral wisdom.","courage, harmony with nature, protection, ancestral strength",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun140.jpg,wahyu_tumurun,wahyu_tumurun,0.9781426191329956,nan,"The philosophical meaning of the Wahyu Tumurun motif reflects divine grace, spiritual guidance, and noble aspiration.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad87.jpg,sekarjagad,sekarjagad,0.9799953103065491,"In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","beauty of diversity, universal harmony, radiance, coexistence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 12 Batik Kantil (Keong).jpg,Malang,malang,0.6953608989715576,"The Sekartaji batik depicts the beauty of flowers with a blue background. The elegant pattern reflects calmness, harmony and natural grace.","This work was inspired by a snail found during a holiday at Sendiki Beach, Malang Regency. The motif symbolizes calm, resilience and the journey of life, reflecting the harmony between nature and humans in every curve of its unique shape.",,hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung93.jpg,kawung,kawung,0.9733869433403015,"In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","The philosophical meaning of the Kawung motif reflects purity of heart, self-mastery, and moral balance in life.","purity of heart, self-mastery, life cycle, moral balance",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung136.jpg,mega_mendung,mega_mendung,0.9855576157569885,nan,"In Cirebonese court culture, the Mega Mendung motif represents composure, inner peace, and the grace of divine protection.","patience, emotional calm, spiritual serenity, divine protection",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton19.jpg,srikaton,srikaton,0.8426388502120972,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","divine radiance, natural abundance, resilience, visible grace",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa116.jpg,tujuh_rupa,tujuh_rupa,0.9892687201499939,nan,"Traditionally, the Tujuh Rupa motif symbolizes eloquence, adaptability, and peaceful cultural diversity.","eloquence, adaptability, cultural openness, peaceful diversity",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak90.jpg,dayak,dayak,0.9917565584182739,"In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","Traditionally, the Dayak motif symbolizes courage, harmony with nature, and protective ancestral strength.","courage, harmony with nature, protection, ancestral strength",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang22.jpg,jlamprang,jlamprang,0.9402574300765991,"In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","cosmic balance, spiritual order, sacred connection, divine harmony",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat76.jpg,wirasat,wirasat,0.9968265891075134,"In Javanese tradition, the Wirasat motif represents the parental blessing for a new household prosperity, dignity, and answered prayers.","The philosophical meaning of the Wirasat motif reflects the fulfilment of wishes, elevated standing, and life's sufficiency.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa123.jpg,tujuh_rupa,tujuh_rupa,0.8117372989654541,nan,"The philosophical meaning of the Tujuh Rupa motif reflects eloquence, adaptability, and the richness of peaceful cultural exchange.","eloquence, adaptability, cultural openness, peaceful diversity",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan125.jpg,buketan,buketan,0.8809181451797485,"In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","joy, beauty, purity, feminine grace, cheerfulness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Mutiara S Data 1 Bandeng Lele dalam Kolam.jpg,Lamongan,lamongan,0.8715505599975586,The Lamongan Batik motif was inspired by the beauty of birds that often appear in the yard of the batik studio. The graceful patterns reflect harmony with nature and bring joy to life,"Gratitude is in the right environment, full of tolerance. Sharpen, love and nurture./ Gratitude for being in the right environment, full of tolerance. Nurture, love, and care for one another../寛容に満ちた正しい環境にいられることへの感謝。磨き合い、愛し合い、育み合う。",,hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 9 Batik Rahayu (Truntum Cengkeh).jpg,Trenggalek,lamongan,0.5724504590034485,"The Lamongan motif was inspired by the beauty of jasmine flowers which symbolize purity, elegance and sincerity. The elegant floral pattern reflects natural grace, while the harmonious color combination creates a warm and inviting atmosphere.",An elegant motif that symbolizes patience and the sacredness of marriage.,,hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong127.jpg,singa_barong,singa_barong,0.9979183077812195,nan,"Traditionally, the Singa Barong motif symbolizes mythological power, elemental unity, and visionary leadership.","mythological power, elemental unity, visionary leadership, sacred authority",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa45.jpg,tujuh_rupa,tujuh_rupa,0.9704740643501282,nan,"The philosophical meaning of the Tujuh Rupa motif reflects eloquence, adaptability, and the richness of peaceful cultural exchange.","eloquence, adaptability, cultural openness, peaceful diversity",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono141.jpg,bokor_kencono,bokor_kencono,0.9916894435882568,nan,"Traditionally, the Bokor Kencono motif symbolizes dignity, wisdom, and enduring authority.","dignity, wisdom, authority, noble character",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang29.jpg,parang,parang,0.9930508136749268,"In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","The philosophical meaning of the Parang motif reflects inner strength, persistence, and lifelong growth.","perseverance, courage, continuity, relentless self-improvement",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 11 Batik Lana (Bunga Wijaya Kusuma).jpg,Malang,malang,0.9764434099197388,The beauty of nature that has been passed down from generation to generation./ The beauty of nature that has been passed down from generation to generation./,The Wijaya Kusuma flower is a flower that Ken Dedes likes and is believed to bring good luck. The dye used is a natural dye that comes from mango leaves.,,hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad64.jpg,sekarjagad,sekarjagad,0.9955222606658936,"In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","beauty of diversity, universal harmony, radiance, coexistence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono66.jpg,tribusono,tribusono,0.9411096572875977,"In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","Traditionally, the Tribusono motif symbolizes regeneration, harmony, and the continuity of cultural values.","regeneration, harmony, cultural continuity, ecological awareness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad16.jpg,sekarjagad,sekarjagad,0.9969744682312012,"In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","beauty of diversity, universal harmony, radiance, coexistence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung57.png,mega_mendung,mega_mendung,0.995376706123352,nan,"The philosophical meaning of the Mega Mendung motif reflects patience, emotional calm, and spiritual serenity.","patience, emotional calm, spiritual serenity, divine protection",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun64.jpg,wahyu_tumurun,wahyu_tumurun,0.9855135083198547,nan,"The philosophical meaning of the Wahyu Tumurun motif reflects divine grace, spiritual guidance, and noble aspiration.","divine grace, spiritual guidance, noble aspiration, heavenly blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono65.jpg,bokor_kencono,bokor_kencono,0.9653016924858093,nan,"The philosophical meaning of the Bokor Kencono motif reflects dignity, wisdom, and the aspiration for lasting authority.","dignity, wisdom, authority, noble character",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur67.jpg,sidoluhur,sidoluhur,0.9541957974433899,"In Javanese tradition, the Sidoluhur motif represents the pursuit of virtue, dignified conduct, and the honour of righteous leadership.","Traditionally, the Sidoluhur motif symbolizes noble character, moral elevation, and dignified exemplary conduct.","noble character, moral elevation, dignity, exemplary conduct",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum97.jpg,tuntrum,truntum,0.9528127312660217,"In Surakarta batik tradition, the Truntum motif represents visible grace, inner balance, and the beauty of dignified exemplary life.","In Surakarta royal tradition, the Truntum motif represents unconditional love, the rekindling of affection, and parental guidance.","sincere love, devotion, renewal of affection, patience",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum46.jpg,tuntrum,truntum,0.9496061205863953,"In Javanese tradition, the Truntum motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","Traditionally, the Truntum motif symbolizes sincere love, quiet devotion, and the renewal of affection.","sincere love, devotion, renewal of affection, patience",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak122.jpg,dayak,dayak,0.9971928000450134,"In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","Traditionally, the Dayak motif symbolizes courage, harmony with nature, and protective ancestral strength.","courage, harmony with nature, protection, ancestral strength",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti120.jpg,sidomukti,sidomukti,0.9614904522895813,"In Surakarta court tradition, the Sidomukti motif represents prosperity, inner contentment, and the blessing of a flourishing life.","The philosophical meaning of the Sidomukti motif reflects enduring happiness, fulfilment, prosperity, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 7 Batik Lana (Parang Anggrek).jpg,Malang,malang,0.7888545393943787,"The Sekartaji batik depicts the beauty of the Sekartaji flower which is often found in Sekartaji Park, Malang City. The elegant pattern reflects the charm of this iconic plant that has been a symbol of elegance for over 50 years.","Inspired by Banyu Tibo beach which is located in Pacitan, East Java. The dyes used are natural dyes derived from mahogany and mangosteen bark.",,hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo14.jpg,sidomulyo,sidomulyo,0.9845114946365356,"In Javanese Mataram tradition, the Sidomulyo motif represents continuous glory, dignified life, and the mastery of one's inner impulses.","The philosophical meaning of the Sidomulyo motif reflects glory, enduring honour, and the pursuit of a dignified life.","glory, enduring honour, inner mastery, dignified life",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong143.jpg,singa_barong,singa_barong,0.9984272718429565,nan,"In Cirebonese court culture, the Singa Barong motif represents sacred authority, the harmony of natural forces, and complete sovereignty.","mythological power, elemental unity, visionary leadership, sacred authority",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong10.png,liong,liong,0.992218017578125,"Traditionally, the Liong motif symbolizes divine power, protection, and enduring prosperity.","Traditionally, the Liong motif symbolizes divine power, protection, and enduring prosperity.","divine power, protection, prosperity, celestial benevolence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/betawi39.jpg,betawi,betawi,0.993834376335144,"Traditionally, the Betawi motif symbolizes multicultural openness, communal harmony, and joyful cultural identity.","The philosophical meaning of the Betawi motif reflects multicultural openness, communal harmony, and joyful identity.","multicultural openness, communal harmony, joyful identity, cultural pride",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo68.jpg,sidomulyo,sidomulyo,0.9952150583267212,"In Javanese Mataram tradition, the Sidomulyo motif represents continuous glory, dignified life, and the mastery of one's inner impulses.","Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","glory, enduring honour, inner mastery, dignified life",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton147.jpg,srikaton,srikaton,0.9740301966667175,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","The philosophical meaning of the Srikaton motif reflects divine radiance, natural abundance, and resilience.","divine radiance, natural abundance, resilience, visible grace",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad131.jpg,sekarjagad,sekarjagad,0.9996008276939392,"In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","beauty of diversity, universal harmony, radiance, coexistence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang90.jpg,jlamprang,jlamprang,0.9956899285316467,"In Pekalongan's spiritual tradition, the Jlamprang motif represents divine harmony, sacred order, and the link between humanity and the cosmos.","The philosophical meaning of the Jlamprang motif reflects cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat12.jpg,wirasat,wirasat,0.9865878224372864,"In Javanese tradition, the Wirasat motif represents the parental blessing for a new household prosperity, dignity, and answered prayers.","In Javanese tradition, the Wirasat motif represents the parental blessing for a new household — prosperity, dignity, and answered prayers.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong76.jpg,singa_barong,singa_barong,0.9916021227836609,nan,"The philosophical meaning of the Singa Barong motif reflects mythological power, elemental unity, and visionary leadership.","mythological power, elemental unity, visionary leadership, sacred authority",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung1.jpg,mega_mendung,mega_mendung,0.9830991625785828,nan,"Traditionally, the Mega Mendung motif symbolizes patience, emotional calm, and spiritual serenity.","patience, emotional calm, spiritual serenity, divine protection",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton140.jpg,srikaton,srikaton,0.9849362969398499,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","Traditionally, the Srikaton motif symbolizes divine radiance, natural abundance, and resilient grace.","divine radiance, natural abundance, resilience, visible grace",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak134.jpg,dayak,dayak,0.9320755004882812,"In Dayak culture, the Dayak motif represents bravery, reverence for nature, and the leadership that shelters the community.","Traditionally, the Dayak motif symbolizes courage, harmony with nature, and protective ancestral strength.","courage, harmony with nature, protection, ancestral strength",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang102.jpg,parang,parang,0.9958677291870117,"In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","The philosophical meaning of the Parang motif reflects inner strength, persistence, and lifelong growth.","perseverance, courage, continuity, relentless self-improvement",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/Data 6 Batik Wagastu (Sulur Wiji Timun).jpg,Malang,malang,0.8660508394241333,"The Sekartaji batik depicts the beauty of the Sekartaji flower which is often found in Sekartaji Park, Malang City. The elegant pattern reflects the charm of this iconic flower, creating harmony between nature and culture.","The Wiji Timun Sulur Batik is inspired by the tendrils of the cucumber plant that grows near the yard of the house, symbolizing fertility, hope and continuity of life. This motif reflects closeness to nature as well as the values ​​of perseverance and simplicity.",,hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong144.jpg,singa_barong,singa_barong,0.9947997331619263,nan,"Traditionally, the Singa Barong motif symbolizes mythological power, elemental unity, and visionary leadership.","mythological power, elemental unity, visionary leadership, sacred authority",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa85.jpg,tujuh_rupa,tujuh_rupa,0.9276512265205383,nan,"In Pekalongan's coastal tradition, the Tujuh Rupa motif represents openness to the world, graceful adaptability, and harmony across cultures.","eloquence, adaptability, cultural openness, peaceful diversity",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang44.jpg,parang,parang,0.993192732334137,"In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","Traditionally, the Parang motif symbolizes perseverance, courage, and continuity in life.","perseverance, courage, continuity, relentless self-improvement",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti78.jpg,sidomukti,sidomukti,0.94902503490448,"In Surakarta court tradition, the Sidomukti motif represents prosperity, inner contentment, and the blessing of a flourishing life.","The philosophical meaning of the Sidomukti motif reflects enduring happiness, fulfilment, prosperity, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang38.jpg,parang,parang,0.9655153751373291,"In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","The philosophical meaning of the Parang motif reflects inner strength, persistence, and lifelong growth.","perseverance, courage, continuity, relentless self-improvement",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan79.jpg,buketan,buketan,0.9916701316833496,"In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","The philosophical meaning of the Buketan motif reflects joy, natural beauty, purity, and graceful femininity.","joy, beauty, purity, feminine grace, cheerfulness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur134.jpg,sidoluhur,sidoluhur,0.984889805316925,"In Javanese tradition, the Sidoluhur motif represents the pursuit of virtue, dignified conduct, and the honour of righteous leadership.","In Javanese tradition, the Sidoluhur motif represents the pursuit of virtue, dignified conduct, and the honour of righteous leadership.","noble character, moral elevation, dignity, exemplary conduct",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum88.jpg,tuntrum,truntum,0.9290823340415955,"In Javanese tradition, the Truntum motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","Traditionally, the Truntum motif symbolizes sincere love, quiet devotion, and the renewal of affection.","sincere love, devotion, renewal of affection, patience",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa82.jpg,tujuh_rupa,tujuh_rupa,0.9830591678619385,nan,"In Pekalongan's coastal tradition, the Tujuh Rupa motif represents openness to the world, graceful adaptability, and harmony across cultures.","eloquence, adaptability, cultural openness, peaceful diversity",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung2.jpg,kawung,kawung,0.9957526922225952,"In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","purity of heart, self-mastery, life cycle, moral balance",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur101.jpg,sidoluhur,sidoluhur,0.952374279499054,"In Javanese tradition, the Sidoluhur motif represents the pursuit of virtue, dignified conduct, and the honour of righteous leadership.","Traditionally, the Sidoluhur motif symbolizes noble character, moral elevation, and dignified exemplary conduct.","noble character, moral elevation, dignity, exemplary conduct",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad96.jpg,sekarjagad,sekarjagad,0.998645007610321,"In Javanese culture, the Sekarjagad motif represents the celebration of diversity, universal harmony, and the wish to radiate goodness.","The philosophical meaning of the Sekarjagad motif reflects the beauty of diversity, universal harmony, and radiant coexistence.","beauty of diversity, universal harmony, radiance, coexistence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti36.jpg,sidomukti,sidomukti,0.9611659049987793,"In Surakarta court tradition, the Sidomukti motif represents prosperity, inner contentment, and the blessing of a flourishing life.","Traditionally, the Sidomukti motif symbolizes enduring happiness, fulfilment, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa66.jpg,tujuh_rupa,tujuh_rupa,0.9910906553268433,nan,"Traditionally, the Tujuh Rupa motif symbolizes eloquence, adaptability, and peaceful cultural diversity.","eloquence, adaptability, cultural openness, peaceful diversity",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum10.jpg,tuntrum,truntum,0.9810168147087097,"In Javanese tradition, the Truntum motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","Traditionally, the Truntum motif symbolizes sincere love, quiet devotion, and the renewal of affection.","sincere love, devotion, renewal of affection, patience",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong142.jpeg,liong,liong,0.9945277571678162,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","Traditionally, the Liong motif symbolizes divine power, protection, and enduring prosperity.","divine power, protection, prosperity, celestial benevolence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung82.jpg,kawung,kawung,0.7636012434959412,"In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","Traditionally, the Kawung motif symbolizes purity of heart, self-mastery, and the eternal cycle of human life.","purity of heart, self-mastery, life cycle, moral balance",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong71.jpg,liong,liong,0.9922853708267212,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","Traditionally, the Liong motif symbolizes divine power, protection, and enduring prosperity.","divine power, protection, prosperity, celestial benevolence",hard
/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat84.jpg,wirasat,wirasat,0.9888612627983093,"In Javanese tradition, the Wirasat motif represents the parental blessing for a new household prosperity, dignity, and answered prayers.","In Javanese tradition, the Wirasat motif represents the parental blessing for a new household — prosperity, dignity, and answered prayers.","fulfilment of wishes, elevated standing, sufficiency, parental blessing",hard
